"Region","LA_Code","LA_Name","Empl_pop","100EmpPTt","100EmpPT15n","100EmpPT30n","100EmpPT45n","100EmpPT60n","100EmpPT15pct","100EmpPT30pct","100EmpPT45pct","100EmpPT60pct","100EmpCyct","100EmpCyc15n","100EmpCyc30n","100EmpCyc45n","100EmpCyc60n","100EmpCyc15pct","100EmpCyc30pct","100EmpCyc45pct","100EmpCyc60pct","100EmpCart","100EmpCar15n","100EmpCar30n","100EmpCar45n","100EmpCar60n","100EmpCar15pct","100EmpCar30pct","100EmpCar45pct","100EmpCar60pct","500EmpPTt","500EmpPT15n","500EmpPT30n","500EmpPT45n","500EmpPT60n","500EmpPT15pct","500EmpPT30pct","500EmpPT45pct","500EmpPT60pct","500EmpCyct","500EmpCyc15n","500EmpCyc30n","500EmpCyc45n","500EmpCyc60n","500EmpCyc15pct","500EmpCyc30pct","500EmpCyc45pct","500EmpCyc60pct","500EmpCart","500EmpCar15n","500EmpCar30n","500EmpCar45n","500EmpCar60n","500EmpCar15pct","500EmpCar30pct","500EmpCar45pct","500EmpCar60pct","5000EmpPTt","5000EmpPT15n","5000EmpPT30n","5000EmpPT45n","5000EmpPT60n","5000EmpPT15pct","5000EmpPT30pct","5000EmpPT45pct","5000EmpPT60pct","5000EmpCyct","5000EmpCyc15n","5000EmpCyc30n","5000EmpCyc45n","5000EmpCyc60n","5000EmpCyc15pct","5000EmpCyc30pct","5000EmpCyc45pct","5000EmpCyc60pct","5000EmpCart","5000EmpCar15n","5000EmpCar30n","5000EmpCar45n","5000EmpCar60n","5000EmpCar15pct","5000EmpCar30pct","5000EmpCar45pct","5000EmpCar60pct","PS_pop","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SS_pop","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FE_pop","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GP_pop","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","Hosp_pop","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","Food_pop","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","Town_pop","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"East","E07000145","     Great Yarmouth",71194,9,3,9,10,10,87,99,100,100,9,5,10,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,12,2,8,9,10,74,92,98,99,13,5,8,9,10,77,88,99,100,9,8,10,10,10,90,100,100,100,70,0,0,0,1,0,0,1,28,119,0,0,0,0,0,0,0,0,46,0,0,1,7,0,0,32,100,6607,9,2,9,10,10,90,99,100,100,9,5,9,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,5202,20,0,2,4,8,28,95,99,99,17,1,2,4,6,51,98,100,100,11,2,8,10,10,95,100,100,100,4788,25,0,1,2,4,29,76,89,99,23,1,1,2,3,53,79,86,95,13,1,4,8,10,76,100,100,100,43031,13,2,7,9,10,74,94,99,100,11,3,8,9,10,76,93,93,93,8,8,10,10,10,93,93,93,93,43031,39,0,0,1,1,4,36,72,86,34,0,1,1,1,17,48,69,78,17,0,1,1,3,42,89,93,93,43031,7,5,10,10,10,95,99,99,100,8,7,10,10,10,90,93,93,93,7,10,10,10,10,93,93,93,93,43031,20,0,1,2,3,42,85,94,99,21,1,1,2,2,52,76,82,89,12,1,3,6,10,71,93,93,93
"East","E07000146","     King's Lynn and West Norfolk",107792,16,1,5,7,9,62,90,96,98,12,2,6,8,9,77,95,98,100,9,6,10,10,10,96,100,100,100,21,1,3,7,8,35,82,95,98,20,2,4,6,8,47,75,99,100,11,4,10,10,10,78,100,100,100,82,0,0,0,0,0,1,7,19,94,0,0,0,0,0,4,7,12,37,0,0,1,4,4,21,83,100,9746,13,1,6,9,9,75,97,99,100,10,3,6,9,10,91,100,100,100,8,7,10,10,10,100,100,100,100,7514,29,0,1,2,4,18,65,88,95,26,1,1,2,3,38,64,90,99,14,1,5,10,10,66,100,100,100,6282,31,0,1,2,4,15,57,85,94,28,1,1,2,2,35,57,82,98,15,1,4,9,10,58,100,100,100,65001,18,1,3,7,9,49,90,96,97,14,1,4,6,8,61,90,94,94,9,3,10,10,10,90,94,94,94,65001,55,0,0,0,1,2,22,48,65,58,0,0,0,1,8,29,37,48,22,0,1,1,1,29,77,94,94,65001,13,2,6,9,9,69,94,98,99,12,3,6,8,10,70,91,94,94,8,6,10,10,10,93,94,94,94,65001,32,0,1,1,2,13,58,86,94,31,0,1,1,1,20,50,71,88,16,0,2,7,10,46,94,94,94
"East","E07000147","     North Norfolk",73541,19,1,3,6,8,47,86,95,99,15,1,3,7,9,65,93,99,100,10,3,10,10,10,94,100,100,100,24,1,2,5,8,38,75,89,93,18,1,2,5,8,50,84,99,100,10,2,10,10,10,88,100,100,100,79,0,0,0,1,0,0,5,30,99,0,0,0,0,0,0,0,3,36,0,0,4,7,0,17,93,100,5507,16,1,3,7,9,59,93,97,99,12,1,4,8,10,80,100,100,100,8,4,10,10,10,100,100,100,100,4586,29,0,1,2,4,17,65,88,92,24,0,1,1,3,39,65,90,99,13,1,5,10,10,67,100,100,100,4121,37,0,0,1,2,12,49,79,90,35,0,0,1,1,26,39,71,90,16,0,2,9,10,41,100,100,100,47995,21,1,2,5,7,45,85,92,95,15,1,2,4,7,57,91,96,96,9,2,10,10,10,93,96,96,96,47995,60,0,0,0,1,7,21,39,56,71,0,0,0,0,9,14,26,42,26,0,1,1,3,14,56,94,96,47995,17,2,6,8,9,62,88,94,98,13,3,5,8,10,64,91,96,96,9,6,10,10,10,94,96,96,96,47995,30,0,1,2,3,33,67,85,92,28,0,1,1,2,41,57,77,85,13,1,3,7,10,62,95,96,96
"East","E07000148","     Norwich",105467,6,5,10,10,10,97,100,100,100,7,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11,1,8,10,10,76,100,100,100,9,5,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,19,0,3,6,7,28,91,100,100,14,2,6,7,7,70,100,100,100,11,4,7,8,8,95,100,100,100,9081,8,3,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,5744,16,0,4,9,10,40,100,100,100,11,2,9,10,10,94,100,100,100,9,6,10,10,10,100,100,100,100,6883,15,1,5,10,10,58,100,100,100,11,2,10,10,10,96,100,100,100,9,6,10,10,10,100,100,100,100,63003,8,3,10,10,10,93,100,100,100,8,8,10,10,10,93,93,93,93,7,10,10,10,10,93,93,93,93,63003,38,0,0,1,1,0,24,73,97,30,0,0,1,1,0,42,92,93,19,0,1,2,3,14,93,93,93,63003,7,6,10,10,10,96,100,100,100,8,10,10,10,10,93,93,93,93,7,10,10,10,10,93,93,93,93,63003,22,0,1,2,5,16,90,100,100,16,1,1,1,1,49,92,93,93,12,1,2,10,10,81,93,93,93
"East","E07000149","     South Norfolk",93618,18,1,4,7,9,42,90,98,100,13,1,5,9,10,67,100,100,100,9,4,10,10,10,98,100,100,100,21,1,3,7,9,41,79,94,97,16,1,4,7,9,59,90,100,100,10,3,10,10,10,90,100,100,100,50,0,0,2,4,0,12,56,78,63,0,1,2,3,1,20,43,56,26,0,4,7,9,6,69,99,100,8916,12,1,5,9,9,75,98,99,100,10,2,7,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,7461,26,0,1,4,7,26,74,90,95,20,0,2,4,7,48,82,100,100,12,1,9,10,10,81,100,100,100,5867,30,0,1,4,7,16,57,89,95,30,0,1,4,6,30,56,78,97,15,1,8,10,10,54,100,100,100,56003,19,1,3,7,9,50,85,94,98,15,1,3,7,9,62,89,95,95,10,3,10,10,10,91,95,95,95,56003,63,0,0,0,1,0,5,27,54,67,0,0,0,0,0,13,27,45,27,0,1,1,2,5,63,85,95,56003,17,2,6,8,9,57,88,96,98,14,2,5,9,10,63,91,95,95,9,6,10,10,10,92,95,95,95,56003,32,0,1,2,3,17,48,83,95,30,0,0,1,2,26,46,80,94,16,0,4,10,10,41,95,95,95
"East","E10000029","Suffolk",531646,15,2,6,8,9,62,90,96,98,13,4,6,9,10,75,94,100,100,9,6,10,10,10,93,100,100,100,15,1,5,8,9,60,92,97,99,13,3,6,8,10,75,95,100,100,9,6,10,10,10,94,100,100,100,48,0,1,1,2,10,32,47,70,65,0,1,1,1,19,30,36,45,26,1,2,4,8,30,59,87,100,51569,11,2,7,9,10,83,98,99,100,10,4,8,10,10,92,100,100,100,8,8,10,10,10,100,100,100,100,40468,22,0,2,5,7,35,84,95,97,19,1,3,5,6,58,83,94,99,11,2,8,10,10,83,100,100,100,33156,27,0,2,3,6,27,69,90,96,23,1,2,3,4,45,74,87,98,13,2,6,9,10,73,100,100,100,320050,14,1,6,8,9,65,95,98,99,12,3,6,8,10,72,90,92,92,9,6,10,10,10,90,92,92,92,320050,55,0,0,0,1,2,18,40,61,61,0,0,0,1,7,25,35,47,26,0,1,1,2,16,57,88,92,320050,11,3,8,9,10,81,96,98,99,11,5,8,9,10,76,89,92,92,8,8,10,10,10,90,92,92,92,320050,26,0,1,2,3,20,74,91,96,24,0,1,1,2,33,65,80,89,14,1,3,7,10,61,91,92,92
"East","E07000200","     Babergh",63689,18,1,3,7,9,47,88,95,97,14,2,4,8,10,65,96,100,100,10,4,10,10,10,94,100,100,100,19,1,3,7,9,45,84,94,98,16,1,4,7,10,56,87,100,100,10,4,10,10,10,84,100,100,100,53,0,0,1,2,0,8,35,76,65,0,0,1,1,1,9,20,41,25,0,2,7,9,8,70,100,100,5985,12,1,5,9,9,79,95,98,99,10,2,6,10,10,88,100,100,100,8,6,10,10,10,99,100,100,100,5240,28,0,1,2,5,24,69,89,92,23,0,1,3,5,44,73,92,100,13,1,8,10,10,68,100,100,100,4043,36,0,1,1,3,23,46,81,91,33,0,1,2,3,31,46,67,97,17,1,4,10,10,44,100,100,100,39004,16,1,4,7,9,61,92,96,98,12,1,4,7,10,66,94,95,95,9,4,10,10,10,93,95,95,95,39004,65,0,0,0,0,0,1,11,37,70,0,0,0,0,0,1,11,29,28,0,1,2,3,0,61,95,95,39004,16,2,6,8,9,63,91,96,98,14,3,6,8,10,65,85,95,95,9,6,10,10,10,88,95,95,95,39004,31,0,1,1,3,17,59,84,93,29,0,1,1,1,29,52,76,92,14,1,3,7,10,50,95,95,95
"East","E07000201","     Forest Heath",45814,17,1,4,8,9,49,91,96,100,13,2,4,8,10,74,98,100,100,9,4,10,10,10,99,100,100,100,15,1,4,8,9,63,96,99,99,12,2,4,7,10,76,98,100,100,9,4,10,10,10,98,100,100,100,57,0,0,0,1,0,1,22,70,84,0,0,0,0,0,0,0,1,31,0,1,5,8,0,42,100,100,4640,14,1,5,8,9,74,98,98,100,11,2,5,8,10,92,99,100,100,8,5,10,10,10,100,100,100,100,3106,23,0,1,2,6,27,86,97,98,20,0,1,1,3,47,81,98,100,12,1,7,10,10,78,100,100,100,2612,28,0,1,1,5,21,61,86,95,25,0,1,1,1,40,65,82,100,13,1,4,10,10,67,100,100,100,26001,15,1,4,8,9,67,96,99,100,12,2,3,7,9,73,90,92,92,9,4,10,10,10,90,92,92,92,26001,76,0,0,0,0,0,0,0,11,95,0,0,0,0,0,0,0,1,34,0,0,1,3,0,10,92,92,26001,11,2,8,9,10,85,98,99,100,10,3,7,10,10,81,90,92,92,8,7,10,10,10,90,92,92,92,26001,25,0,1,2,4,26,80,97,98,24,0,1,1,1,39,63,80,92,13,1,3,9,10,64,92,92,92
"East","E07000202","     Ipswich",98026,8,4,10,10,10,91,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11,2,9,10,10,78,100,100,100,9,5,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,17,0,2,4,5,40,99,100,100,12,1,4,4,4,79,100,100,100,9,3,4,5,8,100,100,100,100,10373,8,3,10,10,10,98,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7247,15,1,3,8,10,56,100,100,100,11,2,8,10,10,96,100,100,100,9,4,10,10,10,100,100,100,100,6305,19,0,3,6,9,40,87,100,100,13,1,6,7,8,74,100,100,100,10,3,8,10,10,100,100,100,100,59037,11,2,9,10,10,82,100,100,100,9,6,10,10,10,93,93,93,93,8,10,10,10,10,93,93,93,93,59037,31,0,0,1,1,9,41,90,100,20,0,1,1,1,24,87,93,93,14,0,1,1,2,46,93,93,93,59037,6,7,10,10,10,99,100,100,100,7,10,10,10,10,93,93,93,93,6,10,10,10,10,93,93,93,93,59037,22,0,1,2,5,15,94,100,100,16,0,1,1,2,33,93,93,93,12,1,3,6,10,83,93,93,93
"East","E07000203","     Mid Suffolk",72332,23,1,3,6,8,38,70,91,98,17,1,4,8,9,52,89,100,100,11,3,10,10,10,85,100,100,100,20,1,3,7,8,48,81,95,97,16,1,4,7,10,56,91,100,100,10,4,10,10,10,91,100,100,100,60,0,0,1,2,0,5,34,64,76,0,0,0,1,0,4,15,27,30,0,1,4,9,3,51,91,100,6785,13,1,5,8,9,72,95,99,100,11,1,6,10,10,83,100,100,100,8,6,10,10,10,100,100,100,100,5617,28,0,1,3,6,23,69,90,96,24,0,1,3,5,32,66,94,100,13,1,8,10,10,68,100,100,100,4462,34,0,1,2,5,15,49,79,91,30,0,1,2,4,22,47,81,98,15,1,6,10,10,47,100,100,100,42001,19,0,2,6,8,42,86,95,99,16,1,2,6,9,47,87,92,92,10,2,10,10,10,88,92,92,92,42001,75,0,0,0,0,0,1,8,32,83,0,0,0,0,0,0,10,19,33,0,0,1,3,0,32,80,92,42001,15,1,6,8,9,64,90,96,98,13,2,6,9,10,62,89,92,92,9,6,10,10,10,90,92,92,92,42001,35,0,0,1,2,11,49,80,90,33,0,0,1,1,20,37,70,90,16,0,2,8,10,37,92,92,92
"East","E07000204","     St Edmundsbury",81339,14,1,5,8,10,56,97,100,100,13,2,6,9,10,74,93,100,100,9,5,10,10,10,95,100,100,100,15,1,5,8,10,59,91,98,100,14,2,6,8,9,69,92,100,100,9,6,10,10,10,93,100,100,100,36,0,1,1,2,13,47,62,92,52,0,1,1,1,24,45,52,59,21,1,1,3,9,44,68,100,100,7892,11,2,7,9,10,81,99,100,100,11,3,8,10,10,89,99,100,100,8,8,10,10,10,100,100,100,100,6122,17,1,4,6,9,48,92,99,100,19,1,4,6,7,58,83,94,99,10,4,8,10,10,90,100,100,100,4941,23,1,2,4,6,34,78,94,99,22,1,2,3,4,49,78,89,99,12,2,6,10,10,79,100,100,100,46982,15,1,6,9,10,54,95,100,100,13,2,6,8,10,65,87,90,90,9,6,10,10,10,87,90,90,90,46982,45,0,0,1,1,2,34,52,81,55,0,0,1,1,13,38,47,52,22,0,1,1,3,32,59,90,90,46982,11,2,8,10,10,77,98,100,100,12,5,8,9,10,70,88,90,90,8,8,10,10,10,88,90,90,90,46982,23,0,1,1,3,27,78,92,99,24,0,1,1,1,42,64,74,86,13,1,2,9,10,65,90,90,90
"East","E07000205","     Suffolk Coastal",88526,20,1,5,7,8,51,83,91,96,15,3,6,7,9,62,90,99,100,10,5,10,10,10,88,100,100,100,16,1,4,8,9,53,93,95,98,13,2,5,7,9,71,95,100,100,9,5,10,10,10,93,100,100,100,52,0,0,1,2,1,26,49,68,64,0,1,1,2,3,21,33,52,27,0,2,3,5,20,67,91,100,8320,12,1,6,9,9,79,97,98,99,10,2,7,9,10,91,99,100,100,8,7,10,10,10,100,100,100,100,7029,27,0,1,3,6,22,78,90,96,21,0,2,4,5,48,81,92,98,13,1,6,10,10,80,100,100,100,5775,28,0,1,3,5,22,75,89,96,23,0,2,3,4,45,77,89,97,13,1,5,9,10,76,100,100,100,54988,15,1,4,7,9,62,95,97,98,12,2,5,7,9,72,89,91,91,9,4,10,10,10,89,91,91,91,54988,54,0,0,0,1,2,21,45,66,65,0,0,0,0,3,19,30,40,27,0,1,1,1,16,51,85,91,54988,12,2,8,9,9,80,95,97,99,11,4,7,9,10,74,90,91,91,8,8,10,10,10,90,91,91,91,54988,31,0,1,1,2,20,59,84,92,30,0,1,1,1,28,53,72,81,16,0,2,5,9,41,87,91,91
"East","E07000206","     Waveney",81920,11,2,8,9,10,83,96,98,99,11,5,8,9,9,86,93,100,100,8,8,10,10,10,94,100,100,100,12,2,7,9,10,70,98,100,100,11,3,8,9,10,85,99,100,100,8,7,10,10,10,100,100,100,100,75,0,0,0,0,0,0,0,13,119,0,0,0,0,0,0,0,0,46,0,0,1,7,0,0,31,100,7574,11,2,9,10,10,85,99,99,100,10,4,9,10,10,95,99,100,100,8,9,10,10,10,100,100,100,100,6107,19,0,2,6,8,39,90,97,98,19,1,3,4,6,64,88,92,96,12,2,9,10,10,86,100,100,100,5018,24,0,1,3,4,24,70,96,99,23,1,1,2,3,39,83,91,96,13,1,4,8,10,76,100,100,100,52037,12,2,7,10,10,81,98,99,100,10,3,7,9,10,81,89,90,90,8,7,10,10,10,89,90,90,90,52037,58,0,0,0,1,0,7,37,61,66,0,0,0,1,0,0,21,55,26,0,1,1,2,2,60,84,90,52037,8,4,9,10,10,92,98,99,100,9,7,8,10,10,81,89,90,90,7,9,10,10,10,89,90,90,90,52037,20,0,1,3,5,27,93,99,100,18,0,1,1,3,40,81,90,90,12,1,5,9,10,77,90,90,90
"London","E09000007","     Camden",186718,6,7,10,10,10,97,100,100,100,7,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11,3,10,10,10,68,100,100,100,10,5,10,10,10,91,100,100,100,9,7,10,10,10,96,100,100,100,15876,6,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11520,11,2,10,10,10,81,100,100,100,9,6,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,10269,10,2,10,10,10,90,100,100,100,9,8,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,106988,6,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,106988,19,0,4,9,10,20,100,100,100,14,1,6,10,10,53,100,100,100,13,1,10,10,10,75,100,100,100,106988,5,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,106988,11,2,10,10,10,79,100,100,100,9,5,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100
"London","E09000001","     City of London",7174,18,1,10,10,10,21,100,100,100,11,9,10,10,10,100,100,100,100,11,9,10,10,10,100,100,100,100,7,5,10,10,10,91,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,5,5,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,365,7,4,10,10,10,92,100,100,100,8,10,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,219,15,1,10,10,10,68,100,100,100,10,7,10,10,10,100,100,100,100,10,8,10,10,10,100,100,100,100,214,14,2,10,10,10,90,100,100,100,10,8,10,10,10,100,100,100,100,10,10,10,10,10,100,100,100,100,5000,7,3,10,10,10,95,100,100,100,8,10,10,10,10,90,90,90,90,8,10,10,10,10,90,90,90,90,5000,11,1,4,10,10,86,100,100,100,9,2,6,10,10,90,90,90,90,9,2,10,10,10,90,90,90,90,5000,3,10,10,10,10,100,100,100,100,6,10,10,10,10,90,90,90,90,6,10,10,10,10,90,90,90,90,5000,22,0,8,10,10,3,100,100,100,14,1,10,10,10,71,90,90,90,12,1,10,10,10,90,90,90,90
"London","E09000012","     Hackney",204806,4,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,6,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,23,0,5,10,10,12,89,100,100,18,1,10,10,10,27,100,100,100,15,2,10,10,10,47,100,100,100,20613,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,14375,9,2,10,10,10,89,100,100,100,8,8,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,10796,9,3,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,112983,5,8,10,10,10,100,100,100,100,7,10,10,10,10,97,97,97,97,7,10,10,10,10,97,97,97,97,112983,22,0,2,8,10,13,88,100,100,15,1,5,10,10,52,97,97,97,13,1,10,10,10,77,97,97,97,112983,6,8,10,10,10,100,100,100,100,7,10,10,10,10,97,97,97,97,7,10,10,10,10,97,97,97,97,112983,11,1,9,10,10,83,100,100,100,9,4,10,10,10,97,97,97,97,8,7,10,10,10,97,97,97,97
"London","E09000013","     Hammersmith and Fulham",139983,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,6,7,10,10,10,96,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,18,1,7,10,10,35,98,100,100,12,2,10,10,10,75,100,100,100,11,4,10,10,10,91,100,100,100,11990,5,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7713,10,2,10,10,10,92,100,100,100,9,6,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,5934,10,2,10,10,10,90,100,100,100,8,7,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,81983,6,7,10,10,10,100,100,100,100,7,10,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,81983,18,0,2,7,10,25,100,100,100,12,1,4,9,10,92,99,99,99,11,2,8,10,10,99,99,99,99,81983,4,10,10,10,10,100,100,100,100,7,10,10,10,10,99,99,99,99,6,10,10,10,10,99,99,99,99,81983,12,1,9,10,10,66,100,100,100,9,4,10,10,10,99,99,99,99,8,6,10,10,10,99,99,99,99
"London","E09000014","     Haringey",207141,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,8,4,10,10,10,97,100,100,100,8,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,28,0,2,10,10,4,58,100,100,23,0,3,10,10,13,90,100,100,18,0,10,10,10,28,100,100,100,20260,6,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15262,11,1,10,10,10,79,100,100,100,9,5,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,11940,12,1,9,10,10,67,100,100,100,10,4,10,10,10,100,100,100,100,9,8,10,10,10,100,100,100,100,112003,6,6,10,10,10,99,100,100,100,7,10,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,112003,26,0,1,6,10,6,73,100,100,18,0,3,9,10,21,99,99,99,15,1,8,10,10,55,99,99,99,112003,7,7,10,10,10,99,100,100,100,7,10,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,112003,11,1,9,10,10,80,100,100,100,9,3,10,10,10,99,99,99,99,8,7,10,10,10,99,99,99,99
"London","E09000019","     Islington",182622,6,8,10,10,10,94,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,13,1,9,10,10,53,100,100,100,11,5,10,10,10,90,100,100,100,10,7,10,10,10,99,100,100,100,13370,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,9464,10,2,10,10,10,93,100,100,100,9,8,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,9324,11,2,10,10,10,87,100,100,100,9,8,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,103007,5,8,10,10,10,100,100,100,100,7,10,10,10,10,97,97,97,97,7,10,10,10,10,97,97,97,97,103007,21,0,3,9,10,17,96,100,100,15,1,6,10,10,47,97,97,97,13,1,10,10,10,62,97,97,97,103007,4,10,10,10,10,100,100,100,100,7,10,10,10,10,97,97,97,97,6,10,10,10,10,97,97,97,97,103007,12,1,10,10,10,77,100,100,100,9,5,10,10,10,97,97,97,97,8,9,10,10,10,97,97,97,97
"London","E09000020","     Kensington and Chelsea",122313,5,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,4,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,14,1,10,10,10,52,100,100,100,10,5,10,10,10,100,100,100,100,10,8,10,10,10,100,100,100,100,9989,6,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6869,12,1,10,10,10,73,100,100,100,9,5,10,10,10,100,100,100,100,9,9,10,10,10,100,100,100,100,5446,12,1,10,10,10,74,100,100,100,10,6,10,10,10,100,100,100,100,9,10,10,10,10,100,100,100,100,79142,5,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,79142,18,0,3,9,10,21,100,100,100,13,1,5,10,10,80,100,100,100,12,2,10,10,10,98,100,100,100,79142,4,10,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,79142,17,1,8,10,10,31,100,100,100,12,2,10,10,10,89,100,100,100,10,4,10,10,10,100,100,100,100
