"Region","LA_Code","LA_Name","Empl_pop","100EmpPTt","100EmpPT15n","100EmpPT30n","100EmpPT45n","100EmpPT60n","100EmpPT15pct","100EmpPT30pct","100EmpPT45pct","100EmpPT60pct","100EmpCyct","100EmpCyc15n","100EmpCyc30n","100EmpCyc45n","100EmpCyc60n","100EmpCyc15pct","100EmpCyc30pct","100EmpCyc45pct","100EmpCyc60pct","100EmpCart","100EmpCar15n","100EmpCar30n","100EmpCar45n","100EmpCar60n","100EmpCar15pct","100EmpCar30pct","100EmpCar45pct","100EmpCar60pct","500EmpPTt","500EmpPT15n","500EmpPT30n","500EmpPT45n","500EmpPT60n","500EmpPT15pct","500EmpPT30pct","500EmpPT45pct","500EmpPT60pct","500EmpCyct","500EmpCyc15n","500EmpCyc30n","500EmpCyc45n","500EmpCyc60n","500EmpCyc15pct","500EmpCyc30pct","500EmpCyc45pct","500EmpCyc60pct","500EmpCart","500EmpCar15n","500EmpCar30n","500EmpCar45n","500EmpCar60n","500EmpCar15pct","500EmpCar30pct","500EmpCar45pct","500EmpCar60pct","5000EmpPTt","5000EmpPT15n","5000EmpPT30n","5000EmpPT45n","5000EmpPT60n","5000EmpPT15pct","5000EmpPT30pct","5000EmpPT45pct","5000EmpPT60pct","5000EmpCyct","5000EmpCyc15n","5000EmpCyc30n","5000EmpCyc45n","5000EmpCyc60n","5000EmpCyc15pct","5000EmpCyc30pct","5000EmpCyc45pct","5000EmpCyc60pct","5000EmpCart","5000EmpCar15n","5000EmpCar30n","5000EmpCar45n","5000EmpCar60n","5000EmpCar15pct","5000EmpCar30pct","5000EmpCar45pct","5000EmpCar60pct","PS_pop","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SS_pop","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FE_pop","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GP_pop","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","Hosp_pop","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","Food_pop","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","Town_pop","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"Yorkshire and The Humber","E08000017","     Doncaster",221390,8,3,9,10,10,89,100,100,100,9,5,9,10,10,95,100,100,100,7,9,10,10,10,100,100,100,100,14,1,6,10,10,54,98,100,100,12,2,7,10,10,81,99,100,100,9,7,10,10,10,99,100,100,100,33,0,1,2,4,7,41,83,97,30,0,1,2,3,18,59,82,93,16,1,4,10,10,51,100,100,100,22795,9,2,9,10,10,93,100,100,100,9,5,10,10,10,99,100,100,100,7,9,10,10,10,100,100,100,100,16455,17,0,3,7,10,37,99,100,100,14,1,4,8,10,69,99,100,100,10,3,10,10,10,99,100,100,100,13833,17,0,3,8,10,37,98,100,100,14,1,5,8,10,71,99,100,100,10,3,10,10,10,98,100,100,100,129020,11,2,8,10,10,80,100,100,100,10,3,8,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,129020,37,0,0,1,2,7,27,72,99,32,0,1,1,1,16,57,80,94,17,0,2,9,10,35,100,100,100,129020,8,4,10,10,10,92,100,100,100,9,7,10,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,129020,23,0,1,3,7,16,82,99,100,22,0,1,2,4,28,81,99,100,12,1,7,10,10,77,100,100,100
"Yorkshire and The Humber","E08000018","     Rotherham",189002,8,3,10,10,10,94,100,100,100,8,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,13,1,7,10,10,63,100,100,100,11,2,9,10,10,84,100,100,100,8,9,10,10,10,100,100,100,100,28,0,1,4,8,9,57,94,100,25,0,2,4,8,23,67,89,100,13,1,9,10,10,64,100,100,100,19186,8,3,10,10,10,96,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,14806,15,1,3,9,10,48,100,100,100,12,1,6,9,10,82,100,100,100,9,4,10,10,10,100,100,100,100,12295,18,0,3,7,10,35,98,100,100,15,1,3,9,10,59,100,100,100,11,2,10,10,10,96,100,100,100,110011,10,2,9,10,10,85,100,100,100,9,4,10,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,110011,33,0,0,1,3,3,39,91,100,29,0,1,2,4,9,58,90,100,16,0,4,10,10,38,100,100,100,110011,8,4,10,10,10,94,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,110011,25,0,1,4,7,8,70,99,100,25,0,2,4,8,18,72,91,100,14,1,10,10,10,68,100,100,100
"Yorkshire and The Humber","E08000019","     Sheffield",422845,8,4,10,10,10,96,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,12,2,9,10,10,74,100,100,100,10,5,10,10,10,92,100,100,100,8,9,10,10,10,100,100,100,100,24,0,3,8,10,23,70,97,100,20,1,6,9,10,43,84,97,100,12,4,10,10,10,75,100,100,100,40156,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,29663,15,0,5,9,10,42,100,100,100,12,2,9,10,10,86,100,100,100,9,6,10,10,10,100,100,100,100,32134,18,1,5,9,10,40,97,100,100,14,2,8,10,10,75,98,100,100,10,5,10,10,10,98,100,100,100,237032,8,3,10,10,10,95,100,100,100,8,7,10,10,10,98,99,99,99,7,10,10,10,10,99,99,99,99,237032,28,0,1,3,4,9,57,94,98,22,0,2,4,5,28,75,96,98,15,1,5,9,10,57,99,99,99,237032,7,6,10,10,10,97,100,100,100,8,8,10,10,10,97,99,99,99,7,10,10,10,10,99,99,99,99,237032,20,0,2,6,9,29,86,99,100,16,1,4,8,10,53,92,98,99,11,2,10,10,10,87,99,99,99
"Yorkshire and The Humber","E11000006","West Yorkshire (Met County)",1654097,8,3,10,10,10,93,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,11,2,9,10,10,74,100,100,100,10,5,9,10,10,91,100,100,100,8,9,10,10,10,100,100,100,100,27,0,1,4,8,13,64,93,100,24,0,3,5,7,29,78,90,97,14,2,8,10,10,70,100,100,100,176542,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,130864,16,1,4,9,10,42,98,100,100,13,2,7,9,10,78,99,100,100,10,5,10,10,10,99,100,100,100,116903,18,1,4,8,10,39,95,100,100,14,2,7,9,10,71,98,100,100,10,5,10,10,10,96,100,100,100,948046,10,3,9,10,10,87,100,100,100,9,5,10,10,10,97,99,99,99,7,9,10,10,10,99,99,99,99,948046,32,0,0,1,3,6,39,87,98,26,0,1,2,3,16,64,91,98,16,1,3,9,10,44,99,99,99,948046,8,4,10,10,10,94,100,100,100,8,7,10,10,10,97,99,99,99,7,10,10,10,10,99,99,99,99,948046,20,0,2,5,9,26,91,100,100,17,1,3,6,8,46,93,98,99,11,2,9,10,10,85,99,99,99
"Yorkshire and The Humber","E08000032","     Bradford",370342,7,4,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11,2,9,10,10,73,100,100,100,10,5,10,10,10,90,100,100,100,8,9,10,10,10,100,100,100,100,27,0,2,4,7,14,68,88,99,24,1,3,4,7,33,77,84,95,14,2,7,10,10,72,99,100,100,48304,8,4,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,36209,16,1,6,9,10,49,99,100,100,12,2,8,9,10,85,100,100,100,10,7,10,10,10,99,100,100,100,28387,16,1,6,9,10,50,98,100,100,12,2,8,9,10,83,100,100,100,9,7,10,10,10,99,100,100,100,204008,9,3,9,10,10,90,100,100,100,9,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,204008,30,0,1,2,3,7,44,90,99,23,0,1,2,3,20,72,97,100,15,1,3,9,10,50,100,100,100,204008,8,4,10,10,10,94,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,204008,22,0,1,4,8,16,91,100,100,18,0,2,5,8,34,95,100,100,13,1,9,10,10,76,100,100,100
"Yorkshire and The Humber","E08000033","     Calderdale",151682,9,3,9,10,10,89,100,100,100,8,6,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,12,2,8,10,10,70,99,100,100,10,4,9,10,10,85,100,100,100,8,8,10,10,10,100,100,100,100,24,0,1,2,5,15,75,95,99,24,0,1,3,6,34,79,87,94,13,1,6,10,10,77,98,100,100,15575,8,3,10,10,10,96,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,11982,17,0,3,8,10,45,94,100,100,13,1,6,9,10,75,100,100,100,10,4,10,10,10,98,100,100,100,9762,17,1,3,8,10,43,93,100,100,13,1,5,9,10,70,99,100,100,10,4,10,10,10,98,100,100,100,91983,11,2,9,10,10,79,99,100,100,10,4,9,10,10,91,99,99,99,8,9,10,10,10,99,99,99,99,91983,34,0,0,1,2,3,40,83,95,29,0,1,2,3,10,63,85,92,17,0,3,8,10,45,97,99,99,91983,9,3,10,10,10,88,100,100,100,9,6,9,10,10,93,99,99,99,7,9,10,10,10,99,99,99,99,91983,20,0,1,4,7,25,90,100,100,18,0,1,3,6,42,94,99,99,11,1,7,10,10,88,99,99,99
"Yorkshire and The Humber","E08000034","     Kirklees",314452,8,3,10,10,10,94,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,12,1,8,10,10,74,100,100,100,10,4,9,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,28,0,1,3,6,9,60,95,100,22,0,2,3,6,27,82,94,100,13,1,7,10,10,73,100,100,100,33685,8,3,10,10,10,96,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,25722,17,0,3,8,10,40,98,100,100,13,1,8,10,10,76,99,100,100,10,5,10,10,10,100,100,100,100,22028,22,0,2,5,9,21,83,98,100,18,1,4,8,9,48,91,99,100,12,2,10,10,10,86,100,100,100,179012,10,3,9,10,10,89,100,100,100,9,5,10,10,10,96,100,100,100,7,10,10,10,10,100,100,100,100,179012,35,0,0,1,3,7,32,78,95,26,0,1,1,3,19,70,89,99,16,0,3,9,10,45,100,100,100,179012,8,4,10,10,10,95,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,179012,20,0,2,5,8,25,88,100,100,18,1,3,5,8,46,89,97,100,11,2,8,10,10,85,100,100,100
"Yorkshire and The Humber","E08000035","     Leeds",572713,8,3,10,10,10,93,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,11,2,9,10,10,80,100,100,100,9,6,10,10,10,94,100,100,100,8,9,10,10,10,100,100,100,100,26,0,2,5,9,16,64,96,100,23,1,4,7,9,30,80,94,99,14,2,10,10,10,68,100,100,100,55501,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,39149,17,0,4,9,10,37,99,100,100,13,1,8,10,10,78,99,100,100,10,5,10,10,10,99,100,100,100,41821,17,1,5,9,10,43,99,100,100,13,2,8,10,10,79,99,100,100,10,6,10,10,10,99,100,100,100,328058,9,3,10,10,10,91,100,100,100,9,6,10,10,10,97,98,98,98,7,10,10,10,10,98,98,98,98,328058,32,0,0,2,3,6,37,91,100,27,0,1,2,3,16,57,92,97,16,1,4,10,10,38,98,98,98,328058,8,4,10,10,10,96,100,100,100,8,8,10,10,10,95,98,98,98,7,10,10,10,10,98,98,98,98,328058,18,0,2,7,10,32,92,100,100,15,1,4,8,10,56,94,98,98,11,2,10,10,10,88,98,98,98
"Yorkshire and The Humber","E08000036","     Wakefield",244908,9,2,10,10,10,89,100,100,100,9,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,12,1,8,10,10,68,100,100,100,11,3,9,10,10,86,100,100,100,8,8,10,10,10,100,100,100,100,29,0,1,4,7,9,56,90,100,27,0,2,4,7,23,68,86,95,15,1,9,10,10,61,100,100,100,23477,9,3,10,10,10,94,100,100,100,8,5,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17802,16,0,3,8,10,42,98,100,100,13,1,5,9,10,71,100,100,100,10,3,10,10,10,99,100,100,100,14905,19,0,2,6,10,30,96,100,100,15,1,3,7,10,58,98,100,100,10,2,10,10,10,96,100,100,100,144985,11,2,9,10,10,80,100,100,100,10,3,9,10,10,96,99,99,99,8,9,10,10,10,99,100,100,100,144985,32,0,0,1,3,5,44,89,100,28,0,1,1,2,14,62,88,99,16,0,3,9,10,44,100,100,100,144985,9,4,10,10,10,94,100,100,100,8,7,10,10,10,96,99,99,99,7,10,10,10,10,100,100,100,100,144985,20,0,2,4,8,28,92,100,100,18,0,2,4,7,47,92,99,99,12,1,9,10,10,87,100,100,100
"East Midlands","E06000015","Derby",181664,8,4,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,12,2,8,10,10,68,100,100,100,10,4,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,20,0,2,4,7,27,90,100,100,16,1,3,4,4,47,100,100,100,12,2,5,10,10,82,100,100,100,20477,8,3,10,10,10,97,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,14600,16,0,3,9,10,38,100,100,100,12,1,8,10,10,82,100,100,100,9,4,10,10,10,100,100,100,100,12943,18,0,4,9,10,33,97,100,100,13,1,8,10,10,72,100,100,100,10,4,10,10,10,100,100,100,100,104974,10,3,9,10,10,89,100,100,100,9,6,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,104974,32,0,0,1,1,6,40,93,100,24,0,1,1,1,13,67,99,99,16,0,1,3,6,47,99,99,99,104974,7,5,10,10,10,97,100,100,100,8,9,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,104974,24,0,1,3,8,15,80,100,100,20,0,1,2,3,30,92,99,99,14,1,6,10,10,56,99,99,99
"East Midlands","E06000016","Leicester",250021,6,5,10,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,10,2,10,10,10,83,100,100,100,9,7,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,19,0,4,8,10,26,96,100,100,14,2,7,10,10,68,100,100,100,10,5,10,10,10,100,100,100,100,27860,7,4,10,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,19953,15,1,5,10,10,50,100,100,100,11,2,10,10,10,96,100,100,100,9,7,10,10,10,100,100,100,100,19086,21,0,3,7,10,17,94,100,100,14,1,7,10,10,62,100,100,100,11,4,10,10,10,100,100,100,100,128002,8,4,10,10,10,95,100,100,100,8,8,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,128002,23,0,1,2,4,12,88,100,100,16,1,2,3,3,48,99,99,99,11,1,3,5,10,94,99,99,99,128002,7,5,10,10,10,98,100,100,100,8,9,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,128002,19,0,2,5,9,26,93,100,100,14,1,4,7,8,59,99,99,99,11,3,8,10,10,96,99,99,99
"East Midlands","E06000018","Nottingham",241932,8,4,10,10,10,94,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,10,2,9,10,10,84,100,100,100,9,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,22,0,3,7,10,29,81,99,100,16,2,7,10,10,57,99,100,100,11,5,10,10,10,91,100,100,100,22473,8,3,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15618,16,1,5,9,10,47,99,100,100,12,2,10,10,10,91,100,100,100,9,7,10,10,10,100,100,100,100,21942,17,0,5,9,10,33,98,100,100,12,2,10,10,10,85,100,100,100,9,6,10,10,10,100,100,100,100,129990,8,3,10,10,10,92,100,100,100,8,8,10,10,10,97,97,97,97,7,10,10,10,10,98,98,98,98,129990,34,0,0,1,1,4,46,81,94,24,0,1,1,1,16,80,91,97,15,1,1,3,8,50,98,98,98,129990,6,6,10,10,10,99,100,100,100,8,10,10,10,10,97,97,97,97,7,10,10,10,10,98,98,98,98,129990,21,0,2,7,9,26,84,100,100,16,1,5,9,10,58,94,97,97,12,3,10,10,10,83,98,98,98
"East Midlands","E06000017","Rutland",27459,23,0,2,6,9,35,69,93,97,18,1,3,6,9,43,90,100,100,11,3,10,10,10,79,100,100,100,17,1,3,7,9,52,90,94,99,14,2,3,6,10,61,95,100,100,9,3,10,10,10,95,100,100,100,66,0,0,0,1,0,0,8,43,81,0,0,0,0,0,1,3,16,28,0,1,9,10,1,53,100,100,2354,14,1,5,9,10,76,94,97,98,11,2,4,9,10,82,100,100,100,8,5,10,10,10,100,100,100,100,2379,29,0,1,2,5,21,78,93,97,23,1,1,1,3,56,79,95,100,12,1,7,10,10,79,100,100,100,2126,33,0,1,2,5,21,47,92,97,30,0,1,1,2,31,47,60,100,15,1,6,10,10,46,100,100,100,16002,14,1,4,8,9,61,94,98,99,12,1,3,7,10,69,98,101,101,9,3,10,10,10,98,101,101,101,16002,53,0,0,0,1,3,11,30,75,69,0,0,0,0,0,10,17,28,26,0,1,4,9,8,83,101,101,16002,15,1,6,9,10,60,93,98,100,14,2,5,8,10,60,95,101,101,9,5,10,10,10,95,101,101,101,16002,22,0,1,3,4,34,87,95,98,22,0,1,1,2,45,71,98,101,12,1,4,10,10,77,101,101,101
"East Midlands","E10000007","Derbyshire",577403,10,2,8,10,10,80,98,100,100,10,4,9,10,10,91,99,100,100,8,9,10,10,10,99,100,100,100,13,1,6,10,10,64,98,100,100,12,2,8,10,10,80,99,100,100,9,7,10,10,10,99,100,100,100,43,0,0,1,4,1,13,60,92,43,0,0,1,3,3,21,58,86,21,0,4,9,10,16,95,100,100,51564,9,2,9,10,10,92,100,100,100,9,4,10,10,10,99,100,100,100,7,9,10,10,10,100,100,100,100,41534,18,0,2,7,9,36,95,99,100,16,1,3,8,9,59,94,100,100,10,3,10,10,10,93,100,100,100,35752,21,0,2,5,9,23,89,99,100,18,1,2,6,9,45,90,100,100,11,2,9,10,10,87,100,100,100,341970,11,2,8,10,10,80,99,100,100,10,3,8,10,10,90,99,99,99,8,8,10,10,10,99,99,99,99,341970,53,0,0,0,1,0,6,30,73,51,0,0,0,1,1,15,40,69,24,0,1,5,9,10,80,99,99,341970,9,3,9,10,10,89,99,100,100,10,5,9,10,10,90,98,99,99,7,9,10,10,10,99,99,99,99,341970,21,0,1,3,6,26,84,98,100,21,0,1,3,5,38,77,95,99,13,1,7,10,10,74,99,99,99
"East Midlands","E07000032","     Amber Valley",91981,10,2,9,10,10,83,100,100,100,9,4,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,12,1,8,10,10,69,100,100,100,11,2,9,10,10,82,100,100,100,8,8,10,10,10,100,100,100,100,46,0,0,1,4,0,3,45,95,51,0,0,0,2,0,1,27,89,23,0,3,10,10,0,99,100,100,7968,9,3,10,10,10,95,100,100,100,8,5,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6596,17,0,3,8,10,41,95,100,100,14,1,3,9,10,69,97,100,100,10,3,10,10,10,96,100,100,100,5488,18,0,2,7,10,37,94,100,100,15,1,3,7,10,66,96,100,100,10,2,10,10,10,96,100,100,100,53985,11,2,8,10,10,82,100,100,100,10,2,8,10,10,91,100,100,100,8,8,10,10,10,100,100,100,100,53985,58,0,0,0,1,0,0,5,62,63,0,0,0,0,0,0,4,37,29,0,1,4,7,0,55,100,100,53985,9,3,10,10,10,88,100,100,100,9,5,10,10,10,91,100,100,100,7,10,10,10,10,100,100,100,100,53985,16,0,2,6,9,47,98,100,100,15,1,2,4,8,54,96,100,100,10,2,10,10,10,94,100,100,100
"East Midlands","E07000033","     Bolsover",57446,10,1,8,10,10,79,99,100,100,9,2,9,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,12,1,6,10,10,68,100,100,100,12,2,6,10,10,75,100,100,100,9,6,10,10,10,100,100,100,100,42,0,0,1,3,0,10,61,98,37,0,0,1,3,0,35,71,100,17,0,5,10,10,37,100,100,100,5218,9,2,9,10,10,92,100,100,100,9,3,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,4116,17,0,2,6,10,37,99,100,100,15,1,3,8,10,68,97,100,100,10,2,10,10,10,97,100,100,100,3583,26,0,1,4,9,6,74,99,100,25,0,1,6,10,13,76,100,100,13,1,10,10,10,71,100,100,100,34004,10,1,7,10,10,90,100,100,100,9,2,8,10,10,95,99,99,99,7,8,10,10,10,99,99,99,99,34004,47,0,0,0,1,0,6,42,87,42,0,0,1,1,0,3,71,99,20,0,3,7,10,4,99,99,99,34004,9,3,9,10,10,92,100,100,100,9,3,10,10,10,94,99,99,99,7,9,10,10,10,99,99,99,99,34004,21,0,1,4,7,28,82,99,100,22,0,1,3,6,29,72,99,99,12,1,9,10,10,70,99,99,99
"East Midlands","E07000034","     Chesterfield",77267,8,2,10,10,10,94,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,13,1,8,10,10,62,100,100,100,10,3,10,10,10,92,100,100,100,8,9,10,10,10,100,100,100,100,34,0,0,1,5,5,39,84,100,22,0,1,1,1,24,81,99,100,14,1,3,10,10,68,100,100,100,6737,9,2,10,10,10,93,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,5130,14,1,3,8,10,56,100,100,100,11,1,6,10,10,91,100,100,100,9,4,10,10,10,100,100,100,100,4887,19,0,3,6,10,28,94,100,100,14,1,4,7,10,52,100,100,100,11,3,10,10,10,99,100,100,100,47979,11,2,9,10,10,83,100,100,100,9,4,10,10,10,97,100,100,100,8,10,10,10,10,100,100,100,100,47979,34,0,0,1,2,2,32,90,100,24,0,1,1,1,7,86,100,100,14,1,1,7,10,61,100,100,100,47979,7,4,10,10,10,98,100,100,100,8,8,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,47979,21,0,1,2,6,12,91,100,100,19,0,1,2,4,32,91,100,100,12,1,6,10,10,80,100,100,100
"East Midlands","E07000035","     Derbyshire Dales",52096,18,1,3,7,9,45,87,99,100,16,1,3,6,9,57,90,100,100,10,3,10,10,10,92,100,100,100,17,1,3,8,9,47,92,99,99,16,1,3,7,9,59,91,99,100,10,3,10,10,10,88,100,100,100,59,0,0,0,1,0,1,20,52,69,0,0,0,0,0,1,5,30,27,0,1,7,10,1,65,100,100,4251,9,2,8,10,10,91,99,100,100,9,3,7,10,10,94,100,100,100,7,8,10,10,10,100,100,100,100,3912,24,0,1,3,6,18,76,98,99,23,0,1,2,4,33,68,96,100,13,1,8,10,10,65,100,100,100,3157,24,0,1,2,5,17,75,97,99,24,0,1,1,3,31,67,95,100,13,1,7,10,10,65,100,100,100,30990,14,1,4,8,9,67,96,99,100,13,1,3,7,9,71,96,99,99,9,3,10,10,10,96,99,99,99,30990,75,0,0,0,0,0,0,2,18,81,0,0,0,0,0,0,0,4,32,0,0,3,8,0,39,98,99,30990,15,2,6,9,10,63,95,100,100,15,2,4,7,10,66,87,98,99,9,4,10,10,10,93,99,99,99,30990,22,0,1,2,5,33,79,98,100,26,0,1,1,2,36,61,86,97,13,1,4,10,10,63,99,99,99
"East Midlands","E07000036","     Erewash",83679,7,3,10,10,10,93,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,13,2,9,10,10,61,100,100,100,11,4,9,10,10,79,100,100,100,9,9,10,10,10,100,100,100,100,39,0,0,3,8,0,15,78,97,41,0,0,2,8,0,4,72,100,22,0,8,10,10,0,100,100,100,7855,8,3,10,10,10,97,100,100,100,8,5,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,5956,18,0,3,9,10,28,100,100,100,14,1,5,10,10,67,100,100,100,10,3,10,10,10,100,100,100,100,5196,18,0,3,8,10,31,99,100,100,14,1,4,9,10,71,100,100,100,10,3,10,10,10,100,100,100,100,49986,11,2,9,10,10,84,100,100,100,9,4,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,49986,56,0,0,0,1,0,0,11,71,59,0,0,0,1,0,0,3,59,28,0,1,3,8,0,80,100,100,49986,7,4,10,10,10,95,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,49986,19,0,1,4,9,26,96,100,100,17,1,2,4,8,52,92,100,100,11,1,9,10,10,87,100,100,100
