"Region","LA_Code","LA_Name","Empl_pop","100EmpPTt","100EmpPT15n","100EmpPT30n","100EmpPT45n","100EmpPT60n","100EmpPT15pct","100EmpPT30pct","100EmpPT45pct","100EmpPT60pct","100EmpCyct","100EmpCyc15n","100EmpCyc30n","100EmpCyc45n","100EmpCyc60n","100EmpCyc15pct","100EmpCyc30pct","100EmpCyc45pct","100EmpCyc60pct","100EmpCart","100EmpCar15n","100EmpCar30n","100EmpCar45n","100EmpCar60n","100EmpCar15pct","100EmpCar30pct","100EmpCar45pct","100EmpCar60pct","500EmpPTt","500EmpPT15n","500EmpPT30n","500EmpPT45n","500EmpPT60n","500EmpPT15pct","500EmpPT30pct","500EmpPT45pct","500EmpPT60pct","500EmpCyct","500EmpCyc15n","500EmpCyc30n","500EmpCyc45n","500EmpCyc60n","500EmpCyc15pct","500EmpCyc30pct","500EmpCyc45pct","500EmpCyc60pct","500EmpCart","500EmpCar15n","500EmpCar30n","500EmpCar45n","500EmpCar60n","500EmpCar15pct","500EmpCar30pct","500EmpCar45pct","500EmpCar60pct","5000EmpPTt","5000EmpPT15n","5000EmpPT30n","5000EmpPT45n","5000EmpPT60n","5000EmpPT15pct","5000EmpPT30pct","5000EmpPT45pct","5000EmpPT60pct","5000EmpCyct","5000EmpCyc15n","5000EmpCyc30n","5000EmpCyc45n","5000EmpCyc60n","5000EmpCyc15pct","5000EmpCyc30pct","5000EmpCyc45pct","5000EmpCyc60pct","5000EmpCart","5000EmpCar15n","5000EmpCar30n","5000EmpCar45n","5000EmpCar60n","5000EmpCar15pct","5000EmpCar30pct","5000EmpCar45pct","5000EmpCar60pct","PS_pop","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SS_pop","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FE_pop","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GP_pop","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","Hosp_pop","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","Food_pop","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","Town_pop","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"Yorkshire and The Humber","E06000012","North East Lincolnshire",114602,9,3,7,9,9,88,97,100,100,8,7,9,10,10,96,100,100,100,7,9,9,9,9,100,100,100,100,12,1,7,10,10,70,99,100,100,10,4,9,10,10,96,100,100,100,8,8,10,10,10,100,100,100,100,30,0,1,1,2,6,48,95,99,21,0,1,1,1,28,84,100,100,14,1,2,2,8,57,100,100,100,11901,9,2,9,10,10,89,100,100,100,8,7,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,8589,19,0,3,7,9,27,97,100,100,13,1,6,8,9,80,100,100,100,10,4,10,10,10,100,100,100,100,7384,19,0,2,4,6,23,96,100,100,15,1,3,4,5,67,99,100,100,11,2,6,10,10,99,100,100,100,70742,10,3,9,10,10,83,99,100,100,10,5,9,10,10,90,100,100,100,8,9,10,10,10,100,100,100,100,70742,33,0,0,1,1,4,39,84,100,24,0,1,1,1,15,83,93,96,16,0,1,2,6,42,100,100,100,70742,8,5,10,10,10,93,100,100,100,8,8,10,10,10,96,100,100,100,7,10,10,10,10,100,100,100,100,70742,25,0,2,3,5,17,71,95,100,20,1,2,3,3,49,85,93,100,13,1,3,9,10,67,100,100,100
"Yorkshire and The Humber","E06000013","North Lincolnshire",123405,16,1,4,6,6,69,85,94,97,10,4,7,9,10,84,99,100,100,8,6,9,9,9,99,100,100,100,16,1,6,9,10,53,91,98,100,15,3,6,8,9,68,89,99,100,10,6,10,10,10,90,100,100,100,33,0,1,2,3,14,53,75,92,36,0,1,1,2,19,49,62,79,18,1,2,8,10,41,96,100,100,12484,10,2,8,10,10,88,99,100,100,9,4,7,10,10,97,100,100,100,8,7,10,10,10,100,100,100,100,9396,18,1,3,6,9,43,93,99,99,16,2,4,5,8,69,87,100,100,10,3,10,10,10,88,100,100,100,7391,23,0,2,3,5,20,83,97,99,21,1,2,2,4,45,76,95,99,12,2,7,10,10,74,100,100,100,72490,11,2,7,9,10,77,99,100,100,10,3,6,9,10,89,98,100,100,8,6,10,10,10,98,100,100,100,72490,39,0,0,1,1,7,36,72,89,39,0,0,1,1,17,49,56,75,19,0,1,5,10,36,92,100,100,72490,10,4,8,10,10,86,98,100,100,10,6,8,9,10,86,97,100,100,8,8,10,10,10,98,100,100,100,72490,19,1,2,3,5,39,86,98,99,21,1,1,2,3,51,76,93,99,12,1,4,10,10,78,100,100,100
"Yorkshire and The Humber","E06000014","York",156847,12,1,5,8,9,73,96,98,99,9,5,10,10,10,97,100,100,100,8,8,9,9,9,100,100,100,100,13,1,7,10,10,69,99,100,100,11,4,9,10,10,90,99,100,100,9,7,10,10,10,99,100,100,100,22,0,3,5,7,22,81,99,100,19,1,3,4,4,46,92,99,100,15,1,4,6,10,58,100,100,100,12651,10,2,8,10,10,90,100,100,100,9,5,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,9359,17,0,2,6,9,35,96,100,100,14,1,6,8,9,72,95,99,100,11,2,10,10,10,93,100,100,100,11790,20,0,2,5,8,16,92,100,100,16,1,4,6,7,63,98,100,100,12,2,7,10,10,88,100,100,100,87479,9,3,9,10,10,94,100,100,100,9,5,10,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,87479,32,0,0,1,1,8,39,90,100,22,0,1,1,1,19,84,98,100,18,0,1,2,8,32,100,100,100,87479,7,5,10,10,10,94,100,100,100,8,8,10,10,10,97,100,100,100,7,10,10,10,10,100,100,100,100,87479,23,0,2,4,7,18,78,97,100,19,0,2,3,3,40,85,98,100,14,1,4,10,10,64,100,100,100
"Yorkshire and The Humber","E10000023","North Yorkshire",436306,29,1,3,4,5,49,67,77,84,15,3,5,7,9,67,89,98,100,10,5,9,9,9,87,100,100,100,20,1,4,7,8,49,86,92,94,15,2,5,7,9,65,90,98,100,10,4,10,10,10,90,100,100,100,60,0,0,1,2,6,23,37,54,68,0,0,0,1,14,24,32,43,31,0,1,4,7,22,59,77,90,39206,13,1,6,9,9,78,95,97,99,10,3,7,9,10,90,99,100,100,8,7,10,10,10,99,100,100,100,32551,29,0,2,3,6,24,73,87,90,21,1,2,3,5,50,76,91,99,12,2,7,10,10,76,100,100,100,27393,33,0,1,2,4,16,59,81,85,26,1,2,2,3,38,66,83,95,14,1,5,9,10,59,98,100,100,249458,17,1,5,8,9,64,90,93,95,13,2,4,6,8,74,94,99,100,9,4,10,10,10,95,100,100,100,249458,50,0,0,1,1,9,34,56,73,51,0,0,1,1,20,40,51,63,23,0,1,3,7,34,74,96,100,249458,17,3,7,9,9,69,89,92,94,14,4,7,8,9,73,90,98,99,9,7,10,10,10,92,100,100,100,249458,28,0,1,2,4,29,77,89,91,13,0,1,1,2,44,68,87,97,13,1,4,9,10,67,99,100,100
"Yorkshire and The Humber","E07000163","     Craven",40231,35,1,1,3,5,36,58,71,81,19,2,4,7,7,57,81,92,95,12,3,8,9,9,74,99,100,100,19,1,3,6,7,46,91,94,95,15,1,3,7,8,69,88,99,100,10,3,9,10,10,93,99,100,100,57,0,0,0,1,8,26,31,52,49,0,0,1,1,27,38,62,66,21,0,1,3,7,38,74,93,100,3404,12,2,7,9,9,83,96,98,99,10,3,7,9,10,92,99,100,100,8,7,10,10,10,99,100,100,100,3068,27,0,2,5,7,32,78,86,91,22,1,2,3,6,54,77,88,99,12,2,7,10,10,80,100,100,100,2456,29,0,2,4,6,28,71,83,89,25,1,2,3,5,51,69,81,95,13,2,6,10,10,73,99,100,100,23689,17,1,5,7,9,66,93,95,95,14,1,2,5,7,69,93,99,99,9,2,9,10,10,95,100,100,100,23689,60,0,0,0,1,0,18,41,56,63,0,0,0,1,3,20,48,57,28,0,1,4,8,14,62,89,100,23689,17,2,6,8,9,67,92,94,94,14,3,5,7,8,71,89,99,99,9,5,10,10,10,94,100,100,100,23689,28,0,1,3,5,28,74,90,93,28,0,0,1,2,36,49,82,94,14,1,4,9,10,54,98,100,100
"Yorkshire and The Humber","E07000164","     Hambleton",65242,41,0,1,2,3,33,54,62,71,18,1,2,4,7,53,79,98,100,11,2,9,9,9,78,100,100,100,26,1,2,5,7,43,78,84,88,17,1,2,5,8,55,87,98,100,11,2,10,10,10,85,100,100,100,52,0,0,1,2,5,25,55,76,51,0,0,0,1,18,23,31,59,21,0,2,8,10,22,91,100,100,5671,14,1,5,8,8,72,91,93,97,10,2,5,9,10,85,99,100,100,8,5,10,10,10,98,100,100,100,4775,34,0,1,2,4,17,69,83,86,23,0,1,2,3,43,70,94,100,13,1,6,10,10,73,100,100,100,3839,39,0,1,2,4,11,61,77,85,28,0,1,1,3,37,60,80,94,15,1,5,10,10,61,100,100,100,37060,22,1,3,7,8,53,83,89,91,16,1,2,3,6,59,87,98,100,10,2,10,10,10,88,100,100,100,37060,51,0,0,1,1,10,28,55,78,52,0,0,0,1,19,24,30,58,22,0,1,3,7,24,86,100,100,37060,25,2,5,8,8,57,80,87,88,17,3,5,7,9,59,81,97,100,10,5,10,10,10,85,100,100,100,37060,30,1,1,3,4,36,77,84,85,21,0,1,1,2,48,69,92,100,12,1,5,10,10,74,100,100,100
"Yorkshire and The Humber","E07000165","     Harrogate",112024,23,1,5,7,7,63,74,81,89,13,5,7,9,10,74,93,100,100,9,7,9,9,9,92,100,100,100,18,1,6,8,9,58,87,95,96,13,4,7,8,10,77,95,100,100,9,6,10,10,10,96,100,100,100,41,0,1,2,3,13,54,68,78,36,0,1,1,1,31,58,67,73,18,0,1,5,10,48,90,100,100,10996,12,2,7,9,9,79,95,98,99,9,4,8,10,10,93,100,100,100,8,8,10,10,10,100,100,100,100,9142,29,0,2,4,6,24,68,87,90,19,1,3,4,6,52,79,93,100,12,2,8,10,10,75,100,100,100,7803,30,0,2,4,6,21,60,74,76,21,1,3,4,5,46,76,86,96,13,2,7,10,10,65,100,100,100,65083,16,1,6,8,9,68,91,95,96,12,2,6,8,9,83,97,100,100,9,5,10,10,10,98,100,100,100,65083,47,0,0,1,1,9,43,63,74,38,0,1,1,1,22,61,67,71,20,0,1,3,9,44,82,100,100,65083,15,4,8,9,9,77,91,94,95,12,7,8,9,10,81,94,100,100,8,8,10,10,10,96,100,100,100,65083,28,0,2,3,5,23,80,88,91,22,1,1,2,2,51,78,90,97,13,1,4,10,10,76,99,100,100
"Yorkshire and The Humber","E07000166","     Richmondshire",38894,41,0,0,1,1,18,42,64,77,18,0,2,5,7,42,89,99,100,11,2,8,9,9,83,100,100,100,24,1,3,5,7,41,77,90,93,20,1,3,5,7,55,80,92,96,12,2,9,10,10,75,99,100,100,65,0,0,0,1,0,3,19,52,93,0,0,0,0,0,0,2,5,38,0,0,3,8,0,18,82,94,3351,14,1,5,8,9,67,95,98,98,11,2,6,9,9,86,99,100,100,9,5,10,10,10,98,100,100,100,2837,28,0,1,3,5,23,79,89,95,26,1,1,2,4,41,65,89,95,14,1,5,9,10,66,97,100,100,2499,34,0,0,1,2,10,42,89,95,33,0,0,1,2,17,42,89,96,17,0,2,9,10,26,97,100,100,20408,18,1,4,7,8,58,89,93,94,15,1,2,4,6,59,90,99,100,10,2,9,10,10,90,100,100,100,20408,68,0,0,0,1,0,1,18,55,91,0,0,0,0,0,1,5,9,38,0,0,2,4,0,20,80,96,20408,20,2,6,8,8,55,80,88,93,20,3,6,7,9,60,78,87,93,11,6,9,10,10,79,95,100,100,20408,28,0,1,2,2,22,75,88,92,30,0,1,1,2,25,58,82,92,15,1,3,8,9,50,95,100,100
"Yorkshire and The Humber","E07000167","     Ryedale",38560,50,0,0,1,1,23,46,55,62,21,0,1,3,5,48,74,92,100,12,1,8,9,9,76,100,100,100,29,1,3,5,7,42,72,81,85,19,2,3,4,7,48,78,94,100,12,3,9,10,10,77,100,100,100,86,0,0,0,0,0,1,3,22,112,0,0,0,0,0,0,1,3,42,0,0,2,6,0,8,60,99,3209,19,1,3,7,8,63,86,88,95,12,1,3,7,10,77,96,100,100,9,4,10,10,10,95,100,100,100,2710,45,0,1,1,3,15,53,66,70,28,0,1,1,2,35,55,74,95,14,1,4,9,10,52,100,100,100,2506,49,0,1,1,2,15,43,60,67,34,0,1,1,1,36,46,60,78,16,1,3,8,10,42,88,100,100,22024,28,1,2,5,7,47,76,80,86,17,1,1,3,5,61,84,96,100,10,2,9,10,10,88,100,100,100,22024,88,0,0,0,0,0,0,2,16,106,0,0,0,0,0,0,0,4,38,0,0,1,5,0,14,84,100,22024,28,2,5,7,8,56,74,79,86,18,3,4,6,9,56,77,94,99,10,5,10,10,10,84,100,100,100,22024,39,0,1,2,3,31,67,77,80,28,0,1,1,1,42,55,78,94,14,1,2,7,10,62,100,100,100
"Yorkshire and The Humber","E07000168","     Scarborough",78133,15,2,5,7,8,75,88,93,97,11,5,7,9,9,88,96,98,100,8,7,9,9,9,95,100,100,100,16,2,7,8,9,57,94,97,98,13,4,7,8,9,76,95,99,100,9,6,9,10,10,95,100,100,100,89,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,3,49,6500,11,1,7,9,10,84,97,99,100,9,3,8,9,10,94,100,100,100,8,8,10,10,10,100,100,100,100,5246,22,0,2,4,6,38,87,94,96,17,1,3,4,5,74,90,93,98,11,2,5,10,10,92,100,100,100,4571,29,0,1,2,3,12,70,93,96,24,1,1,2,2,51,78,85,96,13,1,2,7,10,72,99,100,100,47112,13,2,7,9,9,75,97,98,99,10,3,7,8,9,91,99,100,100,8,6,9,10,10,98,100,100,100,47112,30,0,1,1,1,20,63,84,95,26,0,1,1,1,41,71,82,94,15,1,1,2,3,64,99,100,100,47112,11,4,9,9,10,84,96,98,98,10,6,9,9,10,90,96,99,100,8,9,10,10,10,97,100,100,100,47112,23,1,1,2,3,35,89,95,97,20,1,1,1,2,52,85,92,96,13,1,2,6,9,69,100,100,100
"Yorkshire and The Humber","E07000169","     Selby",63222,21,1,1,3,5,52,74,89,94,12,1,5,9,10,78,99,100,100,9,5,9,9,9,98,100,100,100,19,1,4,8,10,38,92,97,98,16,1,4,8,10,56,92,100,100,10,4,10,10,10,93,100,100,100,47,0,0,1,3,8,17,46,76,52,0,0,0,1,8,17,28,62,22,0,3,9,10,18,90,100,100,6075,11,1,7,9,10,85,97,99,100,9,2,7,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,4773,24,0,1,4,7,18,74,97,98,20,0,1,3,6,36,78,98,100,12,1,9,10,10,81,100,100,100,3719,31,0,1,2,4,8,54,91,96,26,0,1,1,3,17,62,92,100,15,1,6,10,10,53,100,100,100,34082,14,1,4,9,10,66,95,98,99,13,1,3,8,10,73,99,100,100,9,4,10,10,10,97,100,100,100,34082,37,0,0,1,2,8,37,73,94,37,0,0,1,1,22,39,65,85,18,0,2,6,10,37,90,100,100,34082,14,2,7,10,10,67,95,98,98,12,3,6,10,10,72,98,100,100,8,7,10,10,10,97,100,100,100,34082,27,0,1,2,5,26,65,95,97,28,0,1,1,2,33,51,84,100,14,1,6,10,10,57,100,100,100
"Yorkshire and The Humber","E11000003","South Yorkshire (Met County)",1009007,10,2,6,8,9,83,98,99,100,8,6,10,10,10,98,100,100,100,7,9,9,9,9,100,100,100,100,13,1,7,10,10,65,99,100,100,11,3,9,10,10,86,100,100,100,9,8,10,10,10,100,100,100,100,28,0,2,5,8,15,57,93,99,25,0,2,3,5,24,68,93,98,16,1,5,10,10,49,100,100,100,98963,9,3,10,10,10,95,100,100,100,8,6,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,73480,16,0,3,8,10,37,100,100,100,13,1,6,9,10,76,100,100,100,10,3,10,10,10,99,100,100,100,69359,20,0,3,7,9,31,93,100,100,16,1,5,8,9,61,96,100,100,11,2,10,10,10,90,100,100,100,581990,10,2,9,10,10,88,100,100,100,9,5,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,581990,32,0,1,2,3,7,42,85,99,27,0,1,2,3,19,64,91,98,16,1,4,9,10,40,100,100,100,581990,8,5,10,10,10,94,100,100,100,8,8,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,581990,23,0,2,5,8,18,80,99,100,13,1,2,5,7,36,83,97,100,13,1,8,10,10,73,100,100,100
"Yorkshire and The Humber","E08000016","     Barnsley",175770,10,2,5,8,10,80,98,99,100,8,5,10,10,10,98,100,100,100,7,9,9,9,9,100,100,100,100,13,1,7,10,10,62,99,100,100,11,2,9,10,10,85,100,100,100,9,8,10,10,10,100,100,100,100,30,0,1,3,7,10,46,93,99,26,0,1,1,3,16,62,93,99,16,0,4,10,10,44,100,100,100,16826,9,2,10,10,10,95,100,100,100,8,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,12556,18,0,2,6,10,25,99,100,100,14,1,3,8,10,57,100,100,100,11,2,10,10,10,99,100,100,100,11097,25,0,1,3,7,10,74,99,100,22,0,2,4,8,24,81,100,100,14,1,9,10,10,58,100,100,100,105474,10,2,9,10,10,88,100,100,100,9,3,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,105474,36,0,0,1,2,6,30,77,99,30,0,1,1,2,12,54,92,100,18,0,2,8,10,28,100,100,100,105474,8,5,10,10,10,95,100,100,100,8,7,10,10,10,97,100,100,100,7,10,10,10,10,100,100,100,100,105474,24,0,1,4,8,15,76,99,100,23,0,1,2,5,25,77,96,100,14,1,6,10,10,59,100,100,100
"Yorkshire and The Humber","E08000017","     Doncaster",221390,11,2,5,7,9,79,95,97,99,9,5,9,10,10,95,100,100,100,7,9,9,9,9,100,100,100,100,14,1,6,10,10,59,96,100,100,12,2,8,10,10,81,99,100,100,9,7,10,10,10,98,100,100,100,33,0,1,2,5,9,41,83,97,29,0,2,3,4,21,60,83,93,16,1,5,10,10,46,100,100,100,22795,9,2,9,10,10,93,100,100,100,9,5,10,10,10,99,100,100,100,8,9,10,10,10,100,100,100,100,16455,17,0,3,7,10,37,99,100,100,14,1,5,8,10,69,99,100,100,10,3,10,10,10,98,100,100,100,13833,18,0,2,6,9,33,97,100,100,15,1,4,8,9,65,97,100,100,10,2,10,10,10,97,100,100,100,129836,11,2,8,10,10,80,100,100,100,10,3,8,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,129836,37,0,0,1,2,7,27,72,99,32,0,1,2,2,16,57,80,94,17,1,3,10,10,37,100,100,100,129836,8,5,10,10,10,92,100,100,100,8,7,10,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,129836,23,0,1,4,7,15,82,99,100,22,0,1,2,4,28,81,100,100,13,1,7,10,10,74,100,100,100
"Yorkshire and The Humber","E08000018","     Rotherham",189002,10,2,5,8,9,80,98,100,100,8,5,10,10,10,98,100,100,100,7,9,9,9,9,100,100,100,100,13,1,7,10,10,61,100,100,100,11,2,9,10,10,84,100,100,100,9,8,10,10,10,100,100,100,100,28,0,1,4,8,9,57,94,100,25,0,1,3,5,20,66,93,100,14,1,7,10,10,57,100,100,100,19186,9,3,10,10,10,94,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,14806,16,0,3,8,10,44,100,100,100,12,1,6,9,10,81,100,100,100,10,3,10,10,10,100,100,100,100,12295,19,0,2,6,10,29,96,100,100,15,1,3,8,10,58,100,100,100,11,2,10,10,10,96,100,100,100,110593,10,2,9,10,10,86,100,100,100,9,4,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,110593,33,0,0,1,3,3,39,91,100,29,0,1,2,4,9,58,90,100,17,0,3,10,10,33,100,100,100,110593,8,4,10,10,10,93,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,110593,26,0,1,4,8,7,70,98,100,25,0,2,4,8,18,72,91,100,14,1,9,10,10,64,100,100,100
"Yorkshire and The Humber","E08000019","     Sheffield",422845,9,2,8,10,10,87,100,100,100,8,8,10,10,10,100,100,100,100,7,9,9,9,9,100,100,100,100,12,2,9,10,10,70,100,100,100,10,5,10,10,10,90,100,100,100,8,8,10,10,10,100,100,100,100,25,0,4,8,10,22,70,97,100,22,0,2,5,6,32,76,98,99,16,1,6,9,10,48,100,100,100,40156,9,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,29663,16,0,5,9,10,38,100,100,100,12,2,9,10,10,85,100,100,100,10,4,10,10,10,100,100,100,100,32134,19,1,4,9,10,38,96,100,100,14,2,8,10,10,73,98,100,100,11,3,10,10,10,96,100,100,100,236087,8,3,10,10,10,95,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,236087,28,0,1,3,4,9,56,94,98,22,0,2,4,5,28,76,96,99,15,1,4,8,10,50,100,100,100,236087,7,6,10,10,10,96,100,100,100,8,9,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,236087,20,0,3,7,10,27,86,99,100,16,1,4,8,10,53,93,99,100,12,2,9,10,10,82,100,100,100
"Yorkshire and The Humber","E11000006","West Yorkshire (Met County)",1654097,10,2,6,9,10,82,99,100,100,8,6,10,10,10,99,100,100,100,7,9,9,9,9,100,100,100,100,12,2,9,10,10,73,100,100,100,10,5,9,10,10,91,100,100,100,8,9,10,10,10,100,100,100,100,27,0,2,4,8,12,65,93,99,24,0,2,3,6,26,77,89,97,15,1,6,9,10,56,98,100,100,176542,9,3,10,10,10,95,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,130864,17,0,4,9,10,41,98,100,100,13,2,7,9,10,79,99,100,100,10,4,10,10,10,98,100,100,100,116903,19,0,3,8,10,32,93,100,100,15,1,6,9,10,67,97,100,100,11,3,10,10,10,93,100,100,100,949569,10,3,9,10,10,87,100,100,100,9,5,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,949569,32,0,0,1,3,6,39,87,98,29,0,1,2,3,15,58,87,96,18,0,3,9,10,33,95,100,100,949569,9,4,10,10,10,94,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,949569,20,0,2,6,9,25,90,99,100,12,1,3,6,8,46,94,99,100,12,1,8,10,10,77,100,100,100
"Yorkshire and The Humber","E08000032","     Bradford",370342,9,2,7,9,10,87,99,100,100,8,7,10,10,10,100,100,100,100,7,9,9,9,9,100,100,100,100,11,2,9,10,10,76,100,100,100,10,5,10,10,10,91,100,100,100,8,9,10,10,10,100,100,100,100,27,0,2,4,8,13,68,88,99,27,0,1,2,4,23,68,82,96,17,1,3,8,10,41,98,100,100,48304,8,4,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,36209,16,1,6,9,10,48,99,100,100,12,2,8,9,10,84,100,100,100,10,5,10,10,10,99,100,100,100,28387,17,1,4,9,10,41,98,100,100,13,2,8,10,10,78,100,100,100,10,4,10,10,10,98,100,100,100,205485,9,3,9,10,10,90,100,100,100,9,5,10,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,205485,30,0,1,2,3,8,44,90,99,23,0,2,3,4,20,72,97,100,15,1,3,8,10,41,100,100,100,205485,9,4,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,205485,22,0,2,5,9,15,89,100,100,18,0,2,5,8,34,95,100,100,13,1,8,10,10,65,100,100,100
"Yorkshire and The Humber","E08000033","     Calderdale",151682,11,2,5,9,10,77,98,100,100,9,6,10,10,10,98,100,100,100,7,8,9,9,9,100,100,100,100,12,2,8,10,10,72,99,100,100,10,4,9,10,10,86,100,100,100,8,8,10,10,10,100,100,100,100,24,0,1,3,6,15,75,95,99,24,0,1,3,5,34,79,87,94,15,1,4,8,10,62,94,100,100,15575,8,3,10,10,10,95,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,11982,17,1,3,8,10,43,94,100,100,13,1,6,9,10,74,99,100,100,10,3,10,10,10,96,100,100,100,9762,18,1,3,7,10,43,91,100,100,14,1,5,9,9,71,95,100,100,11,3,9,10,10,90,100,100,100,92123,11,2,9,10,10,79,99,100,100,10,4,9,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,92123,34,0,0,1,2,3,40,83,95,29,0,1,1,3,10,62,86,93,19,0,2,7,10,28,95,100,100,92123,9,4,10,10,10,89,100,100,100,9,6,9,10,10,94,100,100,100,7,9,10,10,10,100,100,100,100,92123,20,0,2,4,7,29,91,100,100,18,0,1,3,6,42,94,99,100,13,1,5,10,10,73,100,100,100
