"Region","LA_Code","LA_Name","100EmpPTt","100EmpPT15n","100EmpPT30n","100EmpPT45n","100EmpPT60n","100EmpPT15pct","100EmpPT30pct","100EmpPT45pct","100EmpPT60pct","100EmpCyct","100EmpCyc15n","100EmpCyc30n","100EmpCyc45n","100EmpCyc60n","100EmpCyc15pct","100EmpCyc30pct","100EmpCyc45pct","100EmpCyc60pct","100EmpCart","100EmpCar15n","100EmpCar30n","100EmpCar45n","100EmpCar60n","100EmpCar15pct","100EmpCar30pct","100EmpCar45pct","100EmpCar60pct","500EmpPTt","500EmpPT15n","500EmpPT30n","500EmpPT45n","500EmpPT60n","500EmpPT15pct","500EmpPT30pct","500EmpPT45pct","500EmpPT60pct","500EmpCyct","500EmpCyc15n","500EmpCyc30n","500EmpCyc45n","500EmpCyc60n","500EmpCyc15pct","500EmpCyc30pct","500EmpCyc45pct","500EmpCyc60pct","500EmpCart","500EmpCar15n","500EmpCar30n","500EmpCar45n","500EmpCar60n","500EmpCar15pct","500EmpCar30pct","500EmpCar45pct","500EmpCar60pct","5000EmpPTt","5000EmpPT15n","5000EmpPT30n","5000EmpPT45n","5000EmpPT60n","5000EmpPT15pct","5000EmpPT30pct","5000EmpPT45pct","5000EmpPT60pct","5000EmpCyct","5000EmpCyc15n","5000EmpCyc30n","5000EmpCyc45n","5000EmpCyc60n","5000EmpCyc15pct","5000EmpCyc30pct","5000EmpCyc45pct","5000EmpCyc60pct","5000EmpCart","5000EmpCar15n","5000EmpCar30n","5000EmpCar45n","5000EmpCar60n","5000EmpCar15pct","5000EmpCar30pct","5000EmpCar45pct","5000EmpCar60pct","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"West Midlands","E07000238","     Wychavon",15,1,5,9,10,60,93,98,99,12,2,7,10,10,72,99,100,100,9,6,10,10,10,100,100,100,100,17,1,5,9,9,48,91,97,98,15,2,5,9,10,62,93,99,100,10,5,10,10,10,96,100,100,100,51,0,0,1,2,0,15,49,67,55,0,0,1,2,0,27,42,56,23,0,3,10,10,25,73,100,100,12,1,7,9,10,75,97,99,100,10,2,8,10,10,90,100,100,100,8,8,10,10,10,100,100,100,100,23,0,2,5,7,24,81,94,98,19,1,2,4,8,40,85,99,100,12,2,10,10,10,86,100,100,100,24,0,1,3,6,27,74,94,97,21,1,1,3,5,40,81,99,100,12,1,9,10,10,81,100,100,100,18,1,3,7,9,42,90,90,98,15,1,3,6,9,58,92,92,100,10,3,10,10,10,95,100,100,100,59,0,0,0,1,0,4,19,58,28,0,1,1,2,27,52,89,100,22,0,2,8,10,11,84,100,100,13,2,8,9,10,67,92,98,99,12,4,8,10,10,71,99,100,100,8,8,10,10,10,100,100,100,100,22,0,1,3,5,34,83,96,97,20,0,1,2,3,47,82,99,100,12,1,8,10,10,83,100,100,100
"West Midlands","E07000239","     Wyre Forest",10,2,9,10,10,87,99,99,100,9,5,9,10,10,96,99,100,100,8,9,10,10,10,99,100,100,100,16,1,6,9,10,52,94,99,100,12,2,9,10,10,76,98,100,100,9,7,10,10,10,98,100,100,100,24,0,1,1,2,11,77,98,99,21,0,1,1,2,37,81,97,100,13,1,3,10,10,71,100,100,100,11,2,8,10,10,86,98,99,100,9,4,10,10,10,96,100,100,100,8,10,10,10,10,100,100,100,100,18,0,3,6,9,30,96,99,100,14,1,4,7,9,68,97,100,100,10,3,10,10,10,98,100,100,100,18,0,3,6,9,31,96,99,100,14,1,4,7,9,68,97,100,100,10,3,9,10,10,98,100,100,100,14,1,6,9,10,56,98,98,100,11,2,7,10,10,86,99,99,100,9,6,10,10,10,99,100,100,100,29,0,1,1,2,8,57,96,99,20,0,1,1,1,34,86,98,100,14,1,2,7,10,60,100,100,100,9,4,9,10,10,92,98,100,100,8,7,9,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,17,0,2,5,7,41,97,99,100,14,1,2,4,6,68,97,100,100,10,2,8,10,10,98,100,100,100
"East","E06000055","Bedford",10,2,8,10,10,79,99,100,100,10,5,9,10,10,89,99,100,100,8,9,10,10,10,99,100,100,100,14,2,8,10,10,62,94,99,100,12,5,9,10,10,76,96,100,100,9,8,10,10,10,97,100,100,100,30,0,1,1,2,9,57,90,97,23,0,1,1,1,36,81,90,95,15,1,2,9,10,54,97,100,100,10,2,8,10,10,89,100,100,100,9,4,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,15,1,4,9,10,58,98,99,100,12,2,8,9,10,80,99,100,100,10,4,10,10,10,97,100,100,100,21,0,2,6,9,25,88,98,100,16,1,4,7,9,59,92,99,100,12,2,10,10,10,90,100,100,100,10,2,8,10,10,82,98,98,100,10,5,9,10,10,89,98,98,100,8,9,10,10,10,99,100,100,100,30,0,1,1,1,9,56,90,97,21,0,1,1,1,37,82,93,99,15,1,1,4,9,52,96,100,100,10,4,9,10,10,84,98,100,100,10,6,9,9,9,88,98,100,100,8,9,9,9,9,99,100,100,100,23,0,1,2,5,14,86,98,99,21,0,1,1,2,32,83,96,100,16,0,6,10,10,33,100,100,100
"East","E06000056","Central Bedfordshire",10,2,8,10,10,82,98,100,100,9,4,9,10,10,90,100,100,100,8,9,10,10,10,100,100,100,100,15,1,5,9,10,54,98,100,100,13,2,6,9,10,72,100,100,100,9,6,10,10,10,99,100,100,100,37,0,0,2,4,3,27,78,96,43,0,0,1,2,8,28,47,89,19,0,5,10,10,22,99,100,100,10,2,8,10,10,84,99,100,100,9,4,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,16,1,4,8,10,49,95,100,100,13,2,5,8,10,74,98,100,100,10,4,10,10,10,98,100,100,100,20,0,2,6,9,28,88,99,100,17,1,3,6,9,58,93,100,100,11,2,10,10,10,92,100,100,100,14,1,5,9,10,60,98,98,100,11,2,6,9,10,81,100,100,100,9,5,10,10,10,100,100,100,100,44,0,0,1,1,0,18,51,92,33,0,0,1,1,14,47,71,94,22,0,2,6,10,10,96,100,100,10,2,8,10,10,85,99,100,100,10,4,8,9,9,88,100,100,100,8,8,9,9,9,100,100,100,100,21,0,1,4,7,27,85,98,100,19,0,1,3,5,48,81,99,100,12,1,9,10,10,78,100,100,100
"East","E06000032","Luton",8,3,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,9,2,10,10,10,89,100,100,100,8,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,20,0,2,4,8,27,94,100,100,16,1,3,4,6,53,100,100,100,13,1,8,10,10,76,100,100,100,8,3,10,10,10,99,100,100,100,8,9,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,14,1,6,10,10,55,100,100,100,11,2,10,10,10,98,100,100,100,9,6,10,10,10,100,100,100,100,20,0,3,8,10,20,98,100,100,13,1,6,10,10,68,100,100,100,11,3,10,10,10,99,100,100,100,8,3,10,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,33,0,0,1,2,5,36,84,100,21,0,1,1,2,20,86,100,100,15,0,2,9,10,45,100,100,100,8,4,10,10,10,97,100,100,100,8,8,9,9,9,100,100,100,100,7,9,9,9,9,100,100,100,100,19,0,2,6,10,30,95,100,100,13,1,3,4,7,65,100,100,100,11,2,9,10,10,91,100,100,100
"East","E06000031","Peterborough",11,2,8,10,10,79,99,100,100,10,4,9,10,10,94,100,100,100,8,10,10,10,10,100,100,100,100,13,1,8,10,10,70,96,100,100,11,4,9,10,10,85,97,100,100,8,9,10,10,10,99,100,100,100,21,0,2,5,7,24,87,99,100,17,1,4,5,6,55,91,95,99,11,4,6,9,10,92,100,100,100,8,2,9,10,10,98,100,100,100,8,6,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,17,1,4,9,10,40,96,100,100,14,1,6,9,10,80,96,100,100,10,5,10,10,10,96,100,100,100,17,1,4,9,10,41,97,100,100,13,2,8,10,10,81,97,100,100,10,6,10,10,10,96,100,100,100,11,2,9,10,10,78,100,100,100,9,4,9,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,40,0,0,1,2,1,21,61,97,25,0,1,1,1,9,67,97,99,12,1,2,3,6,79,100,100,100,8,4,10,10,10,92,100,100,100,9,7,9,10,10,94,99,100,100,7,9,10,10,10,100,100,100,100,21,0,2,4,7,17,91,99,100,18,1,2,3,4,41,93,99,100,11,2,6,10,10,93,100,100,100
"East","E06000033","Southend-on-Sea",7,4,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,9,3,10,10,10,91,100,100,100,8,7,10,10,10,100,100,100,100,7,9,10,10,10,100,100,100,100,20,0,2,3,5,22,91,100,100,18,1,2,2,2,41,94,100,100,14,1,2,7,10,64,100,100,100,9,3,10,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,13,1,7,10,10,67,100,100,100,10,3,9,10,10,99,100,100,100,9,6,10,10,10,100,100,100,100,14,1,7,10,10,63,100,100,100,11,3,9,10,10,93,100,100,100,9,6,10,10,10,100,100,100,100,7,4,10,10,10,100,100,100,100,7,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,26,0,1,1,2,10,70,99,100,18,0,1,1,1,39,87,100,100,14,1,1,3,5,61,100,100,100,6,8,10,10,10,100,100,100,100,7,9,9,9,9,100,100,100,100,7,9,9,9,9,100,100,100,100,16,1,4,8,10,49,97,100,100,13,2,6,7,9,68,98,100,100,10,3,8,10,10,90,100,100,100
"East","E06000034","Thurrock",8,3,10,10,10,95,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,14,1,5,10,10,57,100,100,100,11,2,7,10,10,89,100,100,100,9,6,10,10,10,100,100,100,100,26,0,1,4,7,5,72,100,100,22,0,2,4,6,18,83,100,100,13,1,9,10,10,78,100,100,100,9,2,9,10,10,92,100,100,100,9,4,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,16,1,3,8,10,46,98,100,100,13,1,5,10,10,78,100,100,100,10,4,10,10,10,99,100,100,100,19,0,2,5,9,24,94,100,100,15,1,2,6,9,57,99,100,100,10,2,10,10,10,97,100,100,100,9,3,10,10,10,93,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,31,0,1,1,2,3,57,87,100,21,0,1,3,5,20,90,100,100,13,1,3,9,10,81,100,100,100,9,3,10,10,10,93,100,100,100,8,5,9,9,9,99,100,100,100,7,9,9,9,9,100,100,100,100,21,0,1,4,9,22,86,100,100,18,0,1,3,7,44,96,100,100,13,1,10,10,10,77,100,100,100
"East","E10000003","Cambridgeshire",13,1,5,8,9,68,94,98,99,8,3,7,9,10,82,98,100,100,8,6,10,10,10,98,100,100,100,16,1,5,8,9,55,91,98,99,13,3,5,8,10,72,95,100,100,9,5,10,10,10,96,100,100,100,41,0,1,2,3,10,39,63,81,44,0,1,2,3,26,41,56,68,19,1,4,8,10,39,92,100,100,11,1,6,9,10,83,98,99,99,9,3,7,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,24,0,1,3,6,24,75,94,97,19,1,2,4,6,44,82,98,100,12,1,9,10,10,80,100,100,100,27,0,2,4,6,25,69,93,97,23,1,2,4,5,45,73,93,100,13,1,8,10,10,69,100,100,100,14,1,5,8,9,67,95,95,99,11,2,5,8,9,82,98,98,100,8,5,10,10,10,98,100,100,100,53,0,0,0,1,2,18,41,66,38,0,1,1,2,13,38,62,84,22,0,1,4,8,14,86,100,100,11,2,7,9,10,82,96,98,99,10,4,7,9,9,87,99,100,100,8,8,9,9,9,99,100,100,100,26,0,1,3,5,22,67,92,97,25,1,2,2,3,39,65,88,99,14,1,5,10,10,57,100,100,100
"East","E07000008","     Cambridge",10,3,9,10,10,80,100,100,100,9,7,10,10,10,97,100,100,100,8,9,10,10,10,99,100,100,100,9,2,10,10,10,86,100,100,100,9,7,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,17,0,3,5,6,38,99,100,100,12,1,5,6,6,89,100,100,100,11,2,6,8,10,95,100,100,100,9,2,9,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,15,1,4,7,10,50,100,100,100,11,2,7,9,10,85,100,100,100,10,3,10,10,10,99,100,100,100,17,1,4,7,10,50,100,100,100,13,1,6,8,9,87,100,100,100,11,2,9,10,10,86,100,100,100,8,2,10,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,32,0,0,1,1,4,44,87,100,16,1,2,3,3,44,100,100,100,18,0,2,4,10,27,100,100,100,7,5,10,10,10,97,100,100,100,8,8,9,9,9,100,100,100,100,7,9,9,9,9,100,100,100,100,15,1,4,6,8,47,98,100,100,12,2,5,5,5,79,100,100,100,10,3,6,10,10,97,100,100,100
"East","E07000009","     East Cambridgeshire",14,1,3,7,9,71,94,97,98,11,2,4,9,10,84,100,100,100,8,4,10,10,10,99,100,100,100,19,1,4,7,9,44,90,95,97,16,1,3,8,10,52,92,100,100,10,4,10,10,10,94,100,100,100,67,0,0,0,1,0,0,8,36,88,0,0,0,0,0,0,3,8,29,0,1,6,10,0,59,100,100,13,1,4,8,9,81,95,97,97,10,2,5,9,10,92,99,100,100,8,6,10,10,10,99,100,100,100,28,0,1,2,4,22,67,90,94,23,0,1,2,3,41,63,99,100,12,1,7,10,10,74,100,100,100,35,0,1,2,3,11,45,84,92,31,0,0,1,2,23,38,89,100,15,0,5,10,10,45,100,100,100,17,1,3,6,8,60,93,93,96,12,1,2,6,9,74,97,97,100,9,3,10,10,10,95,100,100,100,39,0,0,1,1,4,39,72,91,33,0,0,1,1,17,37,73,99,16,0,1,4,7,33,100,100,100,13,2,6,9,10,73,95,97,98,11,3,5,8,9,79,98,100,100,8,6,9,9,9,98,100,100,100,32,0,0,1,3,16,45,90,95,31,0,0,1,2,25,37,86,100,15,0,3,10,10,36,100,100,100
"East","E07000010","     Fenland",13,1,5,8,10,71,96,97,99,11,3,6,8,10,86,99,100,100,8,6,10,10,10,99,100,100,100,19,1,3,6,9,45,86,96,99,14,2,3,5,8,73,95,99,100,10,3,10,10,10,93,100,100,100,46,0,0,1,2,5,24,54,76,50,0,0,1,1,20,33,45,56,21,0,2,7,9,31,84,100,100,11,1,6,9,10,78,98,99,100,9,3,6,9,10,97,100,100,100,8,6,10,10,10,100,100,100,100,24,0,1,2,4,20,80,92,98,18,0,1,2,3,45,86,94,100,12,1,6,10,10,84,100,100,100,25,0,1,2,4,19,78,93,98,19,0,1,2,3,48,87,94,100,12,1,5,10,10,86,100,100,100,17,1,3,7,9,53,93,93,98,12,2,3,5,8,82,95,95,100,9,3,10,10,10,97,100,100,100,82,0,0,0,0,0,0,0,2,60,0,0,0,1,3,15,42,53,31,0,0,3,5,0,38,100,100,12,2,8,9,10,82,97,98,99,10,5,7,9,9,89,98,100,100,8,7,9,9,9,98,100,100,100,23,0,1,2,3,36,80,95,98,21,1,1,1,2,61,76,84,100,13,1,4,10,10,72,100,100,100
"East","E07000011","     Huntingdonshire",14,1,6,9,9,71,90,97,98,11,3,7,9,10,81,98,100,100,8,7,10,10,10,98,100,100,100,17,1,3,7,9,50,90,98,99,14,2,5,8,10,69,94,100,100,9,5,10,10,10,96,100,100,100,44,0,0,1,3,3,25,59,81,44,0,0,1,1,10,30,53,67,19,0,3,10,10,31,100,100,100,11,2,6,9,9,86,97,99,100,10,3,8,10,10,92,100,100,100,8,8,10,10,10,100,100,100,100,27,0,1,3,6,16,70,91,96,22,0,1,3,5,27,78,97,100,13,1,9,10,10,70,100,100,100,26,0,1,3,6,21,72,91,96,21,0,2,3,4,38,77,95,100,13,1,9,10,10,72,100,100,100,14,1,5,8,9,68,95,95,99,11,2,5,8,10,80,98,98,100,8,5,10,10,10,99,100,100,100,56,0,0,0,1,1,10,29,67,45,0,0,0,1,2,22,39,76,20,0,1,4,9,13,97,100,100,12,2,8,9,9,83,94,97,99,10,4,8,9,10,87,99,100,100,8,9,10,10,10,99,100,100,100,25,0,1,2,4,19,79,93,96,22,0,1,1,2,41,76,93,97,13,1,5,10,10,71,100,100,100
"East","E07000012","     South Cambridgeshire",16,1,4,8,10,50,92,99,99,14,1,5,9,10,64,95,100,100,9,5,10,10,10,96,100,100,100,18,1,4,8,9,43,87,98,100,15,1,5,8,10,62,93,100,100,10,4,10,10,10,94,100,100,100,41,0,0,2,3,3,30,69,90,43,0,1,2,4,4,30,55,81,19,0,5,10,10,24,98,100,100,11,1,5,9,10,80,99,100,100,10,2,7,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,25,0,1,3,7,21,68,95,99,20,0,2,5,8,40,84,100,100,12,1,10,10,10,81,100,100,100,32,0,1,3,6,10,38,91,97,31,0,1,3,6,16,47,84,100,16,1,9,10,10,44,100,100,100,15,1,4,8,10,57,94,94,100,12,1,5,8,10,74,99,99,100,9,5,10,10,10,99,100,100,100,55,0,0,0,1,0,8,29,68,38,0,0,1,2,6,26,66,95,24,0,1,5,10,5,89,100,100,12,1,6,9,10,74,97,99,100,11,2,6,9,10,80,97,100,100,8,7,10,10,10,98,100,100,100,36,0,0,3,5,0,32,85,98,37,0,1,2,4,1,33,75,98,19,0,7,10,10,14,100,100,100
"East","E10000012","Essex",10,2,8,10,10,81,98,99,100,8,5,9,10,10,91,99,100,100,8,9,10,10,10,100,100,100,100,14,1,7,9,10,62,96,99,100,12,3,8,9,10,80,98,100,100,9,7,10,10,10,98,100,100,100,35,0,1,2,4,9,44,77,91,40,0,1,1,2,17,43,67,82,19,1,4,8,10,38,92,100,100,10,2,8,10,10,87,99,100,100,9,4,9,10,10,96,100,100,100,8,9,10,10,10,100,100,100,100,19,0,3,7,9,37,90,98,99,16,1,4,7,8,68,92,98,100,11,3,9,10,10,91,100,100,100,22,0,2,6,9,25,84,97,99,19,1,3,6,7,52,86,97,99,12,2,9,10,10,80,100,100,100,11,2,7,10,10,78,98,98,100,10,3,8,9,10,91,99,99,100,8,7,10,10,10,100,100,100,100,45,0,0,1,2,2,20,55,81,29,0,1,2,3,22,60,81,94,21,0,2,5,8,19,85,100,100,10,3,9,10,10,88,98,99,100,9,6,9,9,10,92,99,100,100,7,9,10,10,10,100,100,100,100,21,0,2,4,7,27,86,97,99,20,0,1,3,5,45,85,94,98,13,1,7,9,10,77,100,100,100
"East","E07000066","     Basildon",8,3,10,10,10,92,100,100,100,9,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,12,1,9,10,10,71,100,100,100,10,4,10,10,10,96,100,100,100,8,9,10,10,10,100,100,100,100,25,0,2,4,7,14,68,98,100,23,1,2,3,4,24,68,99,100,14,2,7,10,10,61,100,100,100,9,3,10,10,10,94,100,100,100,9,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,16,1,4,10,10,47,99,100,100,12,1,5,10,10,85,100,100,100,10,4,10,10,10,100,100,100,100,18,0,3,9,10,32,98,100,100,13,1,4,9,10,78,100,100,100,10,3,10,10,10,100,100,100,100,9,3,9,10,10,93,100,100,100,8,5,10,10,10,99,100,100,100,7,9,10,10,10,100,100,100,100,34,0,0,1,2,2,43,80,100,22,0,1,2,4,23,80,94,100,16,0,3,7,10,50,100,100,100,8,4,10,10,10,97,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17,0,2,7,10,40,98,100,100,14,1,2,5,9,67,100,100,100,11,1,10,10,10,95,100,100,100
"East","E07000067","     Braintree",13,1,6,9,10,71,95,98,99,11,2,7,10,10,87,99,100,100,8,7,10,10,10,99,100,100,100,15,1,6,9,10,60,94,97,99,13,2,6,9,10,76,96,100,100,9,6,10,10,10,96,100,100,100,44,0,0,1,3,7,26,66,82,51,0,0,0,1,17,24,35,71,21,0,3,8,10,26,78,100,100,11,1,7,9,10,86,98,99,100,9,3,9,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,21,0,2,5,8,29,85,96,98,17,1,2,3,7,56,93,98,100,11,2,9,10,10,91,100,100,100,28,0,1,3,7,16,63,91,96,23,0,1,2,4,31,77,95,100,13,1,8,10,10,72,100,100,100,13,1,5,9,10,71,96,96,99,11,2,5,8,10,85,100,100,100,8,5,10,10,10,99,100,100,100,60,0,0,0,1,0,0,18,66,29,1,1,1,3,32,55,72,96,27,0,1,4,9,0,74,99,100,11,3,8,9,10,84,95,97,99,10,5,8,9,9,87,97,100,100,8,8,9,9,9,98,100,100,100,22,0,1,2,5,27,83,96,98,20,1,1,1,3,52,81,94,100,12,1,5,10,10,82,100,100,100
"East","E07000068","     Brentwood",11,2,8,10,10,78,98,99,100,9,4,10,10,10,96,100,100,100,8,10,10,10,10,100,100,100,100,13,1,8,10,10,71,98,100,100,11,3,8,10,10,82,98,100,100,8,9,10,10,10,100,100,100,100,25,0,1,3,7,13,75,98,100,21,0,1,2,4,38,78,98,100,13,1,9,10,10,67,100,100,100,12,1,8,10,10,81,99,100,100,10,4,10,10,10,97,100,100,100,8,10,10,10,10,100,100,100,100,18,0,4,8,10,31,95,99,100,15,1,5,9,10,71,88,100,100,10,4,10,10,10,91,100,100,100,18,0,4,8,9,31,94,99,100,15,1,4,9,10,68,85,100,100,10,4,10,10,10,90,100,100,100,14,1,8,10,10,60,98,98,100,10,3,8,10,10,91,100,100,100,8,8,10,10,10,100,100,100,100,48,0,0,1,3,0,1,44,93,20,0,1,2,4,28,80,99,100,25,0,3,10,10,1,100,100,100,9,3,9,10,10,90,99,100,100,9,5,9,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,18,0,2,6,9,38,94,99,100,17,1,2,4,8,63,84,100,100,11,2,10,10,10,88,100,100,100
"East","E07000069","     Castle Point",7,3,10,10,10,96,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,13,1,7,9,10,68,100,100,100,10,3,8,10,10,99,100,100,100,8,7,10,10,10,100,100,100,100,39,0,0,2,5,0,10,87,100,46,0,0,1,4,0,0,56,93,21,0,4,10,10,2,100,100,100,9,3,10,10,10,94,100,100,100,9,6,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,14,1,4,8,10,57,100,100,100,11,1,5,8,10,98,100,100,100,9,3,10,10,10,100,100,100,100,22,0,3,7,10,25,83,100,100,20,1,4,7,10,53,73,100,100,13,2,10,10,10,58,100,100,100,11,2,9,10,10,80,100,100,100,9,3,9,10,10,98,100,100,100,8,8,10,10,10,100,100,100,100,46,0,0,0,2,0,4,45,93,46,0,0,1,2,0,7,57,82,20,0,3,4,10,2,100,100,100,8,5,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17,1,3,7,10,42,98,100,100,14,1,3,7,9,64,100,100,100,10,2,10,10,10,100,100,100,100
"East","E07000070","     Chelmsford",9,2,9,10,10,86,98,100,100,9,5,9,10,10,93,100,100,100,7,9,10,10,10,100,100,100,100,14,1,6,9,10,60,98,100,100,12,2,8,10,10,83,100,100,100,9,7,10,10,10,100,100,100,100,27,0,1,3,5,12,72,88,98,25,0,2,2,3,29,73,87,90,14,1,5,10,10,72,100,100,100,10,2,9,10,10,89,99,100,100,9,4,9,10,10,98,100,100,100,8,10,10,10,10,100,100,100,100,17,0,3,8,10,38,95,100,100,14,1,5,8,10,72,95,100,100,10,3,10,10,10,97,100,100,100,17,1,4,8,10,43,95,100,100,14,1,6,9,10,74,96,100,100,10,4,10,10,10,97,100,100,100,12,1,8,10,10,73,99,99,100,10,3,9,10,10,88,100,100,100,8,8,10,10,10,100,100,100,100,41,0,0,1,1,1,18,66,93,23,0,1,2,3,31,76,88,95,20,0,1,7,10,15,100,100,100,9,3,9,10,10,86,99,100,100,9,6,8,9,10,91,100,100,100,8,8,9,9,9,100,100,100,100,23,0,1,3,7,13,88,99,100,19,0,1,1,3,34,87,100,100,14,1,9,10,10,67,100,100,100
"East","E07000071","     Colchester",10,2,8,10,10,79,99,100,100,9,5,9,10,10,93,100,100,100,8,9,10,10,10,100,100,100,100,13,1,8,10,10,72,98,100,100,11,4,9,10,10,85,99,100,100,8,8,10,10,10,99,100,100,100,23,0,1,2,3,18,79,96,100,22,0,1,2,2,34,80,93,99,15,1,2,6,9,62,100,100,100,10,2,9,10,10,88,100,100,100,9,5,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,20,0,3,7,9,32,86,98,100,18,1,5,7,8,58,91,96,98,12,2,9,9,9,82,100,100,100,24,0,2,5,8,12,83,98,100,22,1,4,5,6,26,85,95,98,15,1,8,10,10,51,100,100,100,11,2,8,10,10,80,99,99,100,9,4,8,9,10,90,100,100,100,8,8,10,10,10,100,100,100,100,35,0,0,1,1,5,30,81,96,22,0,1,2,2,29,77,88,99,18,0,1,2,5,24,95,100,100,9,4,9,10,10,90,99,100,100,9,6,9,9,10,92,100,100,100,7,9,10,10,10,100,100,100,100,25,0,1,1,4,12,78,95,100,23,0,1,1,1,26,77,92,99,15,1,2,10,10,52,100,100,100
