"Region","LA_Code","LA_Name","100EmpPTt","100EmpPT15n","100EmpPT30n","100EmpPT45n","100EmpPT60n","100EmpPT15pct","100EmpPT30pct","100EmpPT45pct","100EmpPT60pct","100EmpCyct","100EmpCyc15n","100EmpCyc30n","100EmpCyc45n","100EmpCyc60n","100EmpCyc15pct","100EmpCyc30pct","100EmpCyc45pct","100EmpCyc60pct","100EmpCart","100EmpCar15n","100EmpCar30n","100EmpCar45n","100EmpCar60n","100EmpCar15pct","100EmpCar30pct","100EmpCar45pct","100EmpCar60pct","500EmpPTt","500EmpPT15n","500EmpPT30n","500EmpPT45n","500EmpPT60n","500EmpPT15pct","500EmpPT30pct","500EmpPT45pct","500EmpPT60pct","500EmpCyct","500EmpCyc15n","500EmpCyc30n","500EmpCyc45n","500EmpCyc60n","500EmpCyc15pct","500EmpCyc30pct","500EmpCyc45pct","500EmpCyc60pct","500EmpCart","500EmpCar15n","500EmpCar30n","500EmpCar45n","500EmpCar60n","500EmpCar15pct","500EmpCar30pct","500EmpCar45pct","500EmpCar60pct","5000EmpPTt","5000EmpPT15n","5000EmpPT30n","5000EmpPT45n","5000EmpPT60n","5000EmpPT15pct","5000EmpPT30pct","5000EmpPT45pct","5000EmpPT60pct","5000EmpCyct","5000EmpCyc15n","5000EmpCyc30n","5000EmpCyc45n","5000EmpCyc60n","5000EmpCyc15pct","5000EmpCyc30pct","5000EmpCyc45pct","5000EmpCyc60pct","5000EmpCart","5000EmpCar15n","5000EmpCar30n","5000EmpCar45n","5000EmpCar60n","5000EmpCar15pct","5000EmpCar30pct","5000EmpCar45pct","5000EmpCar60pct","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"Yorkshire and The Humber","E07000166","     Richmondshire",25,0,3,6,8,34,77,87,94,16,1,3,7,8,55,90,99,100,11,3,9,10,10,86,100,100,100,22,1,3,5,7,39,84,93,96,18,1,3,5,7,58,84,93,99,11,3,9,10,10,85,99,100,100,67,0,0,0,1,0,5,19,50,93,0,0,0,0,0,1,4,9,33,0,1,5,9,1,53,85,94,14,1,5,8,9,64,93,97,98,11,2,6,9,9,85,99,100,100,8,6,10,10,10,98,100,100,100,32,0,1,3,5,25,75,86,90,26,1,1,2,3,38,65,90,95,14,1,7,9,10,70,97,100,100,38,0,0,1,2,7,41,87,92,33,0,0,1,2,15,40,89,95,16,0,4,9,10,25,97,100,100,19,1,3,5,7,52,89,89,94,14,1,2,4,6,59,90,90,100,10,2,9,10,10,91,100,100,100,69,0,0,0,1,0,1,18,56,88,0,0,0,0,0,1,5,12,31,0,1,3,7,1,59,84,95,19,2,6,8,8,54,83,92,95,17,2,6,7,9,60,81,92,98,10,6,9,10,10,82,99,100,100,33,0,1,1,2,20,66,84,86,30,0,1,1,2,25,58,82,92,15,1,4,8,9,52,95,100,100
"Yorkshire and The Humber","E07000167","     Ryedale",32,0,1,3,6,31,68,79,87,21,1,1,3,5,48,73,92,100,12,2,9,10,10,76,100,100,100,29,1,2,5,7,41,72,81,84,20,1,2,4,7,47,76,93,99,12,2,9,10,10,75,99,100,100,86,0,0,0,1,0,0,4,20,112,0,0,0,0,0,0,1,3,42,0,0,3,7,0,8,61,99,19,1,3,7,8,64,86,88,94,12,1,3,6,9,76,96,100,100,9,4,9,9,9,95,100,100,100,41,0,1,1,3,16,51,65,73,28,0,1,1,2,34,54,73,95,14,1,4,9,10,52,99,100,100,44,0,1,1,2,14,45,63,72,35,0,1,1,1,35,46,59,76,16,1,3,9,10,44,87,100,100,24,1,2,5,7,46,82,82,90,15,1,1,3,6,65,88,88,100,10,2,10,10,10,90,100,100,100,84,0,0,0,0,0,0,2,17,49,0,0,0,1,18,27,38,62,36,0,0,1,5,0,14,88,100,27,2,5,7,8,56,76,81,88,19,3,4,6,9,56,78,95,99,10,5,10,10,10,83,100,100,100,38,0,1,1,2,29,66,77,82,29,0,1,1,1,42,55,78,94,13,1,3,8,10,63,99,100,100
"Yorkshire and The Humber","E07000168","     Scarborough",12,2,7,9,10,79,95,97,99,10,5,7,9,10,91,98,100,100,8,7,10,10,10,97,100,100,100,16,2,7,8,9,60,93,95,97,14,4,7,8,9,79,91,95,99,9,7,9,10,10,93,100,100,100,90,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,58,0,0,0,2,0,0,8,50,11,2,7,10,10,84,97,99,100,9,4,8,9,10,94,100,100,100,8,8,10,10,10,100,100,100,100,24,0,2,3,5,35,83,93,95,18,1,2,3,4,66,90,93,98,11,2,5,10,10,91,100,100,100,32,0,1,1,2,9,60,85,96,25,0,1,1,1,36,74,84,96,14,1,1,6,9,70,100,100,100,12,2,7,9,9,75,96,96,99,9,4,7,8,9,91,99,99,100,8,7,10,10,10,98,100,100,100,38,0,0,1,1,11,46,69,84,24,1,1,1,2,50,74,82,95,18,0,1,2,3,49,81,100,100,11,4,8,9,9,83,94,98,99,10,6,8,8,8,90,96,99,100,8,8,9,9,9,96,100,100,100,23,0,1,2,3,35,86,95,97,20,1,1,1,2,54,85,92,96,13,1,2,6,9,73,100,100,100
"Yorkshire and The Humber","E07000169","     Selby",15,1,4,8,10,58,94,99,100,12,1,5,9,10,76,99,100,100,9,5,10,10,10,98,100,100,100,18,1,4,8,10,40,93,98,99,16,1,4,7,10,55,92,100,100,10,4,10,10,10,95,100,100,100,54,0,0,0,2,0,3,30,77,72,0,0,0,1,0,0,6,29,25,0,5,10,10,1,79,100,100,10,1,7,9,10,84,98,99,100,9,2,7,10,10,91,100,100,100,8,8,10,10,10,100,100,100,100,24,0,1,4,7,19,77,95,99,20,0,1,3,6,37,78,98,100,12,1,9,10,10,87,100,100,100,30,0,1,2,5,8,56,91,97,25,0,1,2,4,16,66,96,100,14,1,8,9,9,64,100,100,100,14,1,4,8,10,68,96,96,99,12,1,3,8,10,75,99,99,100,8,5,10,10,10,98,100,100,100,34,0,0,1,2,8,42,84,96,36,0,0,1,1,21,40,65,86,17,0,3,8,10,40,99,100,100,13,2,7,9,10,71,96,99,99,12,3,6,9,10,74,98,100,100,8,7,9,9,9,97,100,100,100,26,0,1,2,5,25,65,95,98,28,0,1,1,2,33,51,83,100,14,1,7,10,10,59,100,100,100
"Yorkshire and The Humber","E11000003","South Yorkshire (Met County)",8,3,10,10,10,94,100,100,100,7,6,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,13,1,7,10,10,64,99,100,100,11,3,9,10,10,87,100,100,100,9,8,10,10,10,100,100,100,100,29,0,1,4,7,13,55,92,98,24,1,3,5,7,28,72,93,98,14,1,8,10,10,60,100,100,100,8,3,10,10,10,95,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,16,0,3,8,10,41,99,100,100,13,1,6,9,10,77,100,100,100,10,4,10,10,10,99,100,100,100,19,1,4,8,10,36,94,100,100,15,1,5,8,10,63,96,100,100,11,3,10,10,10,93,100,100,100,9,2,9,10,10,89,100,100,100,8,5,9,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,38,0,0,1,2,5,32,67,93,23,0,2,3,5,26,76,93,99,17,0,3,8,10,31,100,100,100,8,5,10,10,10,95,100,100,100,8,7,9,9,9,97,100,100,100,7,9,9,9,9,100,100,100,100,22,0,2,4,8,19,79,99,100,20,1,3,5,7,36,83,97,100,13,1,9,10,10,74,100,100,100
"Yorkshire and The Humber","E08000016","     Barnsley",8,3,10,10,10,94,100,100,100,8,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,14,1,7,10,10,54,100,100,100,12,2,8,10,10,83,100,100,100,9,8,10,10,10,100,100,100,100,30,0,1,2,5,9,46,91,99,25,0,1,2,4,19,67,94,100,15,1,7,10,10,56,100,100,100,9,2,10,10,10,96,100,100,100,8,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,18,0,2,7,10,28,98,100,100,14,1,3,8,10,59,100,100,100,10,2,10,10,10,100,100,100,100,24,0,1,4,8,10,77,100,100,22,0,2,5,9,25,83,100,100,13,1,10,10,10,69,100,100,100,10,2,9,10,10,89,100,100,100,8,3,9,10,10,97,100,100,100,7,9,10,10,10,100,100,100,100,35,0,0,1,2,5,30,83,99,25,0,1,2,3,23,68,95,100,16,0,3,8,10,33,100,100,100,8,4,10,10,10,95,100,100,100,8,6,10,10,10,97,100,100,100,7,10,10,10,10,100,100,100,100,24,0,1,3,7,15,73,99,100,23,0,1,2,5,25,77,96,100,14,1,8,10,10,62,100,100,100
"Yorkshire and The Humber","E08000017","     Doncaster",9,3,9,10,10,86,100,100,100,9,5,9,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,14,1,6,10,10,55,97,100,100,12,2,7,10,10,81,99,100,100,9,7,10,10,10,99,100,100,100,33,0,1,2,4,8,39,84,96,30,0,1,2,3,18,59,83,93,15,1,5,10,10,52,100,100,100,9,2,9,10,10,92,100,100,100,9,5,10,10,10,98,100,100,100,8,10,10,10,10,100,100,100,100,17,0,3,7,9,37,99,100,100,14,1,4,8,10,69,99,100,100,10,3,10,10,10,99,100,100,100,17,0,3,8,10,38,98,100,100,14,1,5,8,10,72,99,100,100,10,3,10,10,10,98,100,100,100,11,2,8,10,10,81,100,100,100,9,3,8,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,37,0,0,1,2,8,29,72,98,29,0,1,2,2,24,63,83,94,17,0,3,10,10,31,100,100,100,8,4,9,10,10,92,100,100,100,8,6,9,9,9,95,100,100,100,7,9,9,9,9,100,100,100,100,23,0,1,3,7,17,79,99,100,22,0,1,2,4,28,81,100,100,13,1,8,10,10,78,100,100,100
"Yorkshire and The Humber","E08000018","     Rotherham",8,3,10,10,10,95,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,13,1,7,10,10,62,100,100,100,11,2,9,10,10,84,100,100,100,8,8,10,10,10,100,100,100,100,28,0,1,3,6,8,57,94,100,25,0,1,4,7,20,68,93,100,13,1,9,10,10,70,100,100,100,8,3,10,10,10,97,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15,1,3,9,10,52,100,100,100,12,1,6,9,10,83,100,100,100,9,4,10,10,10,100,100,100,100,18,0,3,7,10,36,98,100,100,15,1,3,9,10,59,100,100,100,11,2,10,10,10,98,100,100,100,10,2,9,10,10,87,100,100,100,9,4,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,51,0,0,0,1,0,7,33,74,26,0,1,2,5,12,68,96,100,19,0,3,9,10,13,100,100,100,8,4,10,10,10,94,100,100,100,8,6,9,9,9,98,100,100,100,7,9,9,9,9,100,100,100,100,25,0,1,4,7,8,70,99,100,25,0,2,4,8,18,72,91,100,14,1,10,10,10,64,100,100,100
"Yorkshire and The Humber","E08000019","     Sheffield",8,4,10,10,10,98,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,12,2,9,10,10,74,100,100,100,10,5,10,10,10,92,100,100,100,8,9,10,10,10,100,100,100,100,25,0,2,6,9,21,66,97,99,20,1,5,8,10,40,83,98,100,14,2,9,10,10,61,100,100,100,8,3,10,10,10,96,100,100,100,8,7,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,15,0,4,9,10,43,100,100,100,12,1,8,10,10,85,100,100,100,10,4,10,10,10,100,100,100,100,18,1,5,9,10,44,97,100,100,14,2,8,10,10,74,98,100,100,11,4,10,10,10,96,100,100,100,8,3,10,10,10,95,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,33,0,0,1,2,6,46,75,97,19,1,3,5,7,35,90,97,100,16,0,2,6,10,39,100,100,100,7,6,10,10,10,97,100,100,100,8,8,9,9,9,99,100,100,100,7,9,9,9,9,100,100,100,100,20,0,2,6,9,28,85,99,100,16,1,4,8,10,53,93,99,100,12,2,9,10,10,83,100,100,100
"Yorkshire and The Humber","E11000006","West Yorkshire (Met County)",8,3,10,10,10,92,100,100,100,7,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,11,2,8,10,10,75,100,100,100,10,5,9,10,10,91,100,100,100,8,9,10,10,10,100,100,100,100,28,0,1,3,7,11,60,92,99,24,0,2,4,7,27,76,90,97,15,1,8,10,10,61,99,100,100,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,1,4,9,10,43,98,100,100,13,1,7,9,10,78,99,100,100,10,5,10,10,10,99,100,100,100,18,1,4,8,10,39,94,100,100,14,2,6,9,10,71,98,100,100,10,4,10,10,10,95,100,100,100,10,2,9,10,10,86,100,100,100,9,5,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,31,0,1,2,3,8,44,88,99,21,0,2,4,6,30,80,95,99,16,1,4,9,10,41,99,100,100,8,4,10,10,10,94,100,100,100,8,7,9,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,20,0,2,5,8,26,90,100,100,17,1,3,6,8,47,94,99,100,12,2,9,10,10,80,100,100,100
"Yorkshire and The Humber","E08000032","     Bradford",7,4,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,11,2,9,10,10,76,100,100,100,10,5,9,10,10,89,100,100,100,8,9,10,10,10,100,100,100,100,29,0,1,3,6,9,67,87,98,25,0,2,4,5,27,76,83,95,15,1,6,9,10,63,97,100,100,8,4,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,1,6,9,10,50,99,100,100,12,2,8,9,10,84,100,100,100,10,6,10,10,10,99,100,100,100,16,1,6,9,10,51,99,100,100,12,2,8,9,10,84,100,100,100,10,6,10,10,10,99,100,100,100,9,2,9,10,10,88,100,100,100,8,5,10,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,29,0,1,2,3,10,49,89,100,18,1,3,4,7,41,87,98,100,15,1,3,9,10,47,100,100,100,8,4,10,10,10,94,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,22,0,1,4,8,16,90,100,100,18,0,2,5,9,34,95,100,100,13,1,9,10,10,71,100,100,100
"Yorkshire and The Humber","E08000033","     Calderdale",9,2,9,10,10,88,100,100,100,8,6,10,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,12,2,8,10,10,70,99,100,100,10,4,9,10,10,84,100,100,100,8,8,10,10,10,100,100,100,100,25,0,1,2,5,15,75,92,99,24,0,1,3,5,35,79,87,94,15,1,5,10,10,63,95,100,100,8,3,10,10,10,96,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,17,0,3,8,10,44,93,100,100,13,1,6,9,10,75,99,100,100,10,3,10,10,10,97,100,100,100,17,1,3,8,10,44,94,100,100,13,1,6,9,10,75,99,100,100,10,3,10,10,10,97,100,100,100,11,2,8,10,10,80,99,99,100,9,4,9,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,33,0,0,1,2,4,41,84,97,27,0,1,2,4,13,69,87,96,17,0,3,8,10,34,98,100,100,10,3,9,10,10,87,100,100,100,9,5,9,9,9,94,100,100,100,7,9,9,9,9,100,100,100,100,20,0,1,3,7,27,90,99,100,18,0,1,3,6,42,95,99,100,12,1,7,10,10,77,100,100,100
"Yorkshire and The Humber","E08000034","     Kirklees",8,3,10,10,10,94,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,12,1,8,10,10,73,100,100,100,10,4,9,10,10,94,100,100,100,8,9,10,10,10,100,100,100,100,29,0,1,2,6,7,53,94,100,24,0,1,3,6,22,76,94,100,15,1,7,10,10,56,100,100,100,8,3,10,10,10,96,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,0,3,8,10,42,98,100,100,13,1,8,9,10,76,99,100,100,10,4,10,10,10,98,100,100,100,22,0,2,6,9,20,80,99,100,18,1,4,8,9,47,91,99,100,12,2,9,10,10,83,100,100,100,10,2,9,10,10,87,100,100,100,9,5,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,35,0,0,1,3,7,33,79,96,22,0,1,2,5,23,83,96,100,16,0,3,9,10,38,98,100,100,8,4,10,10,10,95,100,100,100,8,7,9,9,9,99,100,100,100,7,9,9,9,9,100,100,100,100,20,0,2,5,8,26,88,100,100,18,1,3,5,8,46,89,97,100,13,2,8,10,10,72,100,100,100
"Yorkshire and The Humber","E08000035","     Leeds",8,3,10,10,10,92,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,10,2,9,10,10,81,100,100,100,9,6,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,29,0,1,4,9,13,56,94,100,24,0,3,6,9,25,76,94,98,15,2,9,10,10,59,100,100,100,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17,0,4,9,10,38,99,100,100,13,1,7,9,10,77,99,100,100,10,4,10,10,10,99,100,100,100,17,1,5,9,10,43,99,100,100,13,2,8,10,10,79,99,100,100,10,5,10,10,10,99,100,100,100,9,2,9,10,10,89,100,100,100,8,5,10,10,10,98,100,100,100,8,10,10,10,10,100,100,100,100,30,0,1,2,5,10,47,94,100,21,0,3,6,8,31,79,96,99,15,1,6,10,10,42,100,100,100,8,4,10,10,10,96,100,100,100,8,7,9,10,10,97,100,100,100,7,9,10,10,10,100,100,100,100,19,0,2,7,10,32,91,100,100,15,1,4,8,10,57,96,100,100,11,2,10,10,10,91,100,100,100
"Yorkshire and The Humber","E08000036","     Wakefield",9,2,10,10,10,88,100,100,100,9,5,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,13,1,8,10,10,66,100,100,100,11,3,9,10,10,86,100,100,100,9,8,10,10,10,100,100,100,100,28,0,1,4,7,13,62,89,100,25,0,2,4,7,30,77,87,95,14,2,9,10,10,64,100,100,100,9,3,10,10,10,94,100,100,100,8,5,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,0,3,8,10,41,99,100,100,13,1,5,9,10,71,100,100,100,10,3,10,10,10,100,100,100,100,19,0,2,6,9,28,97,100,100,15,1,3,7,9,58,98,100,100,11,2,10,10,10,95,100,100,100,11,2,8,10,10,82,100,100,100,9,3,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,32,0,0,1,3,5,45,88,100,23,0,2,3,5,30,77,89,100,16,0,4,10,10,38,100,100,100,8,4,10,10,10,94,100,100,100,8,6,9,9,9,97,100,100,100,7,9,9,9,9,100,100,100,100,20,0,2,4,8,28,91,100,100,18,0,2,4,7,47,93,99,100,12,1,9,10,10,82,100,100,100
"East Midlands","E06000015","Derby",8,3,10,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,12,1,8,10,10,66,100,100,100,10,4,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,21,0,2,4,7,24,90,100,100,16,1,3,4,4,47,100,100,100,12,2,6,10,10,85,100,100,100,8,3,10,10,10,97,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,0,3,9,10,39,100,100,100,12,1,7,10,10,81,100,100,100,10,4,10,10,10,100,100,100,100,18,0,4,9,10,32,97,100,100,14,1,7,9,9,71,100,100,100,10,4,9,9,9,100,100,100,100,9,2,9,10,10,89,100,100,100,8,5,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,32,0,0,1,1,5,41,95,100,18,0,2,2,3,35,98,100,100,16,0,2,5,10,45,100,100,100,7,5,10,10,10,98,100,100,100,8,8,9,9,9,100,100,100,100,7,9,9,9,9,100,100,100,100,24,0,1,3,7,15,78,100,100,20,0,1,2,3,30,93,100,100,15,1,8,10,10,51,100,100,100
"East Midlands","E06000016","Leicester",7,5,10,10,10,97,100,100,100,7,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,10,2,10,10,10,83,100,100,100,9,7,10,10,10,99,100,100,100,8,10,10,10,10,100,100,100,100,19,0,4,8,10,27,95,100,100,14,2,7,10,10,68,100,100,100,11,3,10,10,10,99,100,100,100,7,4,10,10,10,99,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15,1,5,10,10,53,100,100,100,11,2,9,9,9,96,100,100,100,9,5,9,9,9,100,100,100,100,20,0,3,8,10,20,97,100,100,14,1,7,10,10,65,100,100,100,11,3,10,10,10,99,100,100,100,7,4,10,10,10,96,100,100,100,7,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,23,0,1,2,3,12,89,100,100,14,1,3,5,5,55,100,100,100,12,1,3,6,10,82,100,100,100,7,5,10,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,19,0,2,6,9,28,93,100,100,14,1,4,7,8,60,100,100,100,11,2,9,10,10,94,100,100,100
"East Midlands","E06000018","Nottingham",7,4,10,10,10,95,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,10,2,10,10,10,88,100,100,100,9,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,20,0,4,7,9,29,90,100,100,16,2,7,9,9,57,99,100,100,12,3,9,10,10,80,100,100,100,8,4,10,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,16,1,6,10,10,50,100,100,100,12,2,10,10,10,91,100,100,100,10,5,10,10,10,100,100,100,100,16,0,6,10,10,36,100,100,100,12,2,10,10,10,87,100,100,100,10,4,10,10,10,99,100,100,100,8,3,10,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,32,0,1,1,1,4,51,87,98,17,0,2,3,4,32,97,100,100,17,0,1,4,10,34,100,100,100,6,6,10,10,10,99,100,100,100,8,9,9,9,9,100,100,100,100,7,9,9,9,9,100,100,100,100,19,0,3,8,10,28,92,100,100,15,1,5,9,10,61,97,100,100,12,2,9,10,10,79,100,100,100
"East Midlands","E06000017","Rutland",23,0,2,6,9,28,76,92,99,19,0,2,5,8,40,87,100,100,11,2,10,10,10,81,100,100,100,16,1,3,8,10,54,91,99,99,14,2,3,6,10,60,97,100,100,10,3,10,10,10,94,100,100,100,66,0,0,0,1,0,0,5,47,81,0,0,0,0,0,1,3,16,28,0,2,10,10,1,60,100,100,12,1,5,9,10,74,96,99,100,11,2,4,9,10,81,100,100,100,8,5,10,10,10,100,100,100,100,28,0,1,2,5,20,70,93,99,23,1,1,1,3,54,78,94,100,13,1,7,10,10,77,100,100,100,43,0,0,1,4,3,10,54,97,52,0,0,0,2,2,10,15,62,21,0,5,10,10,10,100,100,100,14,1,4,8,9,56,96,96,99,14,1,2,6,9,57,96,96,100,9,2,10,10,10,96,100,100,100,51,0,0,0,1,2,11,37,78,29,0,1,1,1,32,51,80,99,26,0,1,5,10,8,64,100,100,14,1,5,9,10,57,96,99,100,15,2,4,8,9,55,93,100,100,10,5,10,10,10,93,100,100,100,20,0,1,3,4,34,88,98,100,22,0,1,1,2,44,70,97,99,12,1,4,10,10,73,100,100,100
"East Midlands","E10000007","Derbyshire",10,2,8,10,10,80,98,100,100,8,4,9,10,10,91,99,100,100,8,9,10,10,10,99,100,100,100,13,1,7,10,10,65,98,100,100,12,3,8,10,10,80,99,100,100,9,7,10,10,10,99,100,100,100,42,0,0,1,3,1,18,64,91,44,0,0,1,3,4,23,60,84,21,0,4,9,10,19,90,100,100,9,2,9,10,10,92,100,100,100,9,4,9,10,10,99,100,100,100,7,9,10,10,10,100,100,100,100,18,0,2,7,9,36,95,99,100,16,1,3,8,9,60,94,100,100,11,3,10,10,10,93,100,100,100,21,0,2,5,9,24,89,99,100,18,1,2,6,9,45,90,100,100,12,2,9,10,10,86,100,100,100,11,1,7,10,10,80,99,99,100,10,2,8,10,10,90,100,100,100,8,7,10,10,10,100,100,100,100,52,0,0,0,1,1,7,33,73,28,0,1,2,4,22,53,88,99,24,0,1,5,9,8,79,100,100,10,3,9,10,10,89,99,100,100,10,5,8,9,9,90,99,100,100,8,8,9,9,9,99,100,100,100,21,0,1,3,6,25,83,98,100,21,0,1,3,5,38,78,96,99,13,1,7,10,10,72,100,100,100
