"Region","LA_Code","LA_Name","Empl_pop","X100EmpPTt","X100EmpPT15pct","X100EmpPT30pct","X100EmpPT45pct","X100EmpPT60pct","X100EmpPT15n","X100EmpPT30n","X100EmpPT45n","X100EmpPT60n","X100EmpCyct","X100EmpCyc15pct","X100EmpCyc30pct","X100EmpCyc45pct","X100EmpCyc60pct","X100EmpCyc15n","X100EmpCyc30n","X100EmpCyc45n","X100EmpCyc60n","X100EmpCart","X100EmpCar15pct","X100EmpCar30pct","X100EmpCar45pct","X100EmpCar60pct","X100EmpCar15n","X100EmpCar30n","X100EmpCar45n","X100EmpCar60n","X500EmpPTt","X500EmpPT15pct","X500EmpPT30pct","X500EmpPT45pct","X500EmpPT60pct","X500EmpPT15n","X500EmpPT30n","X500EmpPT45n","X500EmpPT60n","X500EmpCyct","X500EmpCyc15pct","X500EmpCyc30pct","X500EmpCyc45pct","X500EmpCyc60pct","X500EmpCyc15n","X500EmpCyc30n","X500EmpCyc45n","X500EmpCyc60n","X500EmpCart","X500EmpCar15pct","X500EmpCar30pct","X500EmpCar45pct","X500EmpCar60pct","X500EmpCar15n","X500EmpCar30n","X500EmpCar45n","X500EmpCar60n","X5000EmpPTt","X5000EmpPT15pct","X5000EmpPT30pct","X5000EmpPT45pct","X5000EmpPT60pct","X5000EmpPT15n","X5000EmpPT30n","X5000EmpPT45n","X5000EmpPT60n","X5000EmpCyct","X5000EmpCyc15pct","X5000EmpCyc30pct","X5000EmpCyc45pct","X5000EmpCyc60pct","X5000EmpCyc15n","X5000EmpCyc30n","X5000EmpCyc45n","X5000EmpCyc60n","X5000EmpCart","X5000EmpCar15pct","X5000EmpCar30pct","X5000EmpCar45pct","X5000EmpCar60pct","X5000EmpCar15n","X5000EmpCar30n","X5000EmpCar45n","X5000EmpCar60n","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"Yorkshire and The Humber","E06000012","North East Lincolnshire",114602,7,94,100,100,100,3,9,10,10,8,97,100,100,100,7,10,10,10,7,100,100,100,100,10,10,10,10,12,1,7,10,10,70,99,100,100,11,90,100,100,100,4,9,10,10,8,100,100,100,100,8,10,10,10,31,0,0,1,1,7,43,93,99,20,29,84,100,100,0,1,1,1,14,60,100,100,100,1,2,3,10,9,3,9,10,10,91,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,18,0,3,7,9,29,97,100,100,13,1,6,8,9,86,100,100,100,9,4,10,10,10,100,100,100,100,19,0,2,4,6,26,96,100,100,14,1,3,4,5,72,99,100,100,10,3,6,10,10,99,100,100,100,10,3,9,10,10,83,99,100,100,9,6,10,10,10,90,99,100,100,7,10,10,10,10,100,100,100,100,33,0,0,1,1,5,39,84,100,24,0,1,1,1,15,82,93,95,15,1,1,2,3,54,100,100,100,8,5,10,10,10,93,100,100,100,8,8,10,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,25,0,1,2,3,20,70,95,100,20,1,2,3,3,49,85,93,100,12,2,3,7,10,77,100,100,100
"Yorkshire and The Humber","E06000013","North Lincolnshire",123405,11,77,99,100,100,2,7,9,10,10,87,99,100,100,4,7,9,10,8,99,100,100,100,7,10,10,10,16,1,6,8,10,54,91,99,100,16,66,84,98,99,3,6,8,9,10,89,100,100,100,6,10,10,10,33,0,1,1,2,14,53,75,92,36,19,49,62,79,0,1,1,2,17,39,98,100,100,1,3,9,10,10,2,8,9,10,88,99,100,100,9,4,7,10,10,97,100,100,100,8,7,10,10,10,100,100,100,100,17,1,3,6,9,45,93,99,100,16,2,4,5,8,69,87,100,100,10,3,9,10,10,89,100,100,100,22,0,2,3,6,23,84,98,100,22,1,2,2,4,42,75,94,99,13,2,6,10,10,74,100,100,100,11,2,7,9,10,77,99,100,100,10,3,6,9,10,88,98,99,99,8,6,10,10,10,98,99,99,99,39,0,0,1,1,7,36,72,89,39,0,0,1,1,17,49,56,74,21,0,1,3,9,34,84,99,99,10,3,8,10,10,85,98,100,100,10,6,8,10,10,84,97,99,99,8,8,10,10,10,97,99,99,99,19,0,1,2,4,40,86,99,100,20,1,1,2,3,52,76,93,98,12,1,4,10,10,74,99,99,99
"Yorkshire and The Humber","E06000014","York",156847,9,87,100,100,100,2,9,10,10,9,95,100,100,100,6,10,10,10,8,100,100,100,100,9,10,10,10,11,2,8,10,10,78,100,100,100,11,85,99,100,100,4,9,10,10,9,98,100,100,100,8,10,10,10,21,0,3,4,6,27,81,99,100,17,53,92,99,100,1,4,5,5,12,75,100,100,100,2,5,9,10,9,2,9,10,10,94,100,100,100,9,5,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,17,0,3,6,9,37,96,100,100,14,1,6,8,9,73,95,99,100,10,3,10,10,10,94,100,100,100,20,0,2,5,8,17,94,100,100,15,1,4,6,7,64,97,100,100,11,2,8,10,10,96,100,100,100,9,3,9,10,10,94,100,100,100,8,6,10,10,10,98,99,99,99,7,9,10,10,10,99,99,99,99,32,0,0,1,1,9,40,90,100,22,0,1,1,1,22,85,98,99,15,1,1,2,8,60,99,99,99,7,6,10,10,10,94,100,100,100,8,8,10,10,10,96,99,99,99,7,10,10,10,10,99,99,99,99,22,0,1,3,7,22,82,97,100,19,0,2,3,3,41,85,97,99,13,1,4,10,10,71,99,99,99
"Yorkshire and The Humber","E10000023","North Yorkshire",436306,20,54,82,91,94,1,4,7,8,10,67,89,98,100,3,5,7,9,10,88,100,100,100,5,10,10,10,20,1,4,7,8,48,86,92,94,15,66,89,97,99,3,5,7,9,10,90,100,100,100,5,10,10,10,61,0,0,1,1,6,20,35,53,82,8,15,19,27,0,0,0,0,33,13,47,77,90,0,1,5,8,13,1,6,9,9,79,95,97,99,10,3,7,9,10,90,99,100,100,8,7,10,10,10,99,100,100,100,29,0,1,3,6,24,72,87,90,21,1,2,3,5,48,76,91,99,12,2,7,10,10,77,100,100,100,34,0,1,2,4,15,57,81,85,26,1,2,2,3,36,65,83,94,14,1,5,9,10,63,98,100,100,17,1,5,8,9,64,91,94,95,13,2,5,7,9,72,90,94,95,9,5,10,10,10,90,95,95,95,50,0,0,1,1,9,35,57,73,51,0,0,1,1,19,38,49,60,22,0,1,3,7,34,74,92,94,17,3,7,8,9,70,89,93,94,14,4,6,8,9,69,85,93,94,9,7,10,10,10,87,94,95,95,28,0,1,2,4,29,76,89,92,24,0,1,1,2,42,64,83,92,13,1,4,9,10,65,94,95,95
"Yorkshire and The Humber","E07000163","     Craven",40231,24,40,74,90,93,1,3,6,7,19,57,81,92,95,2,4,7,8,11,76,98,100,100,4,9,10,10,18,1,3,7,8,47,91,95,95,15,69,88,99,100,2,3,7,8,9,93,99,100,100,3,9,10,10,70,0,0,0,1,0,0,3,40,98,0,0,0,0,0,0,0,0,37,0,22,82,99,0,0,3,8,11,2,7,9,9,86,97,98,99,9,3,7,9,10,93,100,100,100,7,8,10,10,10,100,100,100,100,26,0,2,5,7,33,79,86,91,22,1,2,3,5,54,77,88,99,12,2,7,10,10,80,100,100,100,28,0,2,4,6,29,71,84,89,25,1,2,3,5,51,69,81,95,13,2,6,10,10,73,99,100,100,17,1,5,7,9,67,93,95,95,13,2,4,7,8,66,89,94,94,9,4,9,10,10,90,95,95,95,60,0,0,0,1,0,18,42,56,63,0,0,0,1,3,20,46,55,26,0,1,4,8,17,61,91,95,16,2,6,8,9,68,94,95,95,14,3,5,7,8,67,85,94,94,9,5,10,10,10,88,95,95,95,28,0,1,3,5,29,74,90,94,28,0,0,1,2,34,46,77,89,13,1,4,9,10,54,94,95,95
"Yorkshire and The Humber","E07000164","     Hambleton",65242,30,28,66,84,89,0,2,5,7,21,44,69,95,100,1,2,4,7,12,68,100,100,100,2,10,10,10,26,1,2,5,7,43,78,84,87,17,55,87,99,100,1,2,5,8,11,84,100,100,100,2,10,10,10,52,0,0,1,2,6,24,55,76,93,0,0,4,20,0,0,0,1,31,0,38,100,100,0,2,8,10,14,1,5,8,8,72,91,94,98,10,2,5,9,10,85,99,100,100,8,6,10,10,10,98,100,100,100,36,0,1,2,5,13,68,82,85,24,0,1,1,3,40,70,93,100,13,1,6,10,10,71,100,100,100,39,0,1,2,4,9,60,79,84,29,0,1,1,2,34,60,79,93,15,1,5,10,10,62,100,100,100,22,1,3,7,8,54,84,89,92,15,1,2,5,8,60,85,93,95,10,3,10,10,10,86,95,95,95,51,0,0,1,1,10,28,55,78,51,0,0,0,1,19,23,29,58,21,0,1,2,6,23,89,95,95,25,2,5,8,8,59,81,86,88,17,3,4,7,9,56,77,92,95,10,5,10,10,10,81,95,95,95,31,0,1,2,4,36,77,83,85,21,0,1,1,2,45,66,88,95,11,1,5,10,10,73,95,95,95
"Yorkshire and The Humber","E07000165","     Harrogate",112024,17,69,85,94,95,2,6,8,9,12,75,97,100,100,5,7,9,10,9,95,100,100,100,7,10,10,10,18,1,5,8,9,56,87,95,96,13,77,94,98,100,4,7,8,10,9,94,100,100,100,6,10,10,10,41,0,1,1,2,14,54,67,78,38,31,56,65,71,0,1,1,1,19,47,86,99,100,0,1,5,10,12,2,7,9,9,81,95,98,99,9,5,8,10,10,93,100,100,100,8,9,10,10,10,100,100,100,100,29,0,2,4,6,25,64,87,91,19,1,3,4,6,52,79,92,100,12,2,8,10,10,78,100,100,100,30,0,2,4,6,24,56,74,76,21,1,4,5,6,48,76,86,96,12,3,9,10,10,75,100,100,100,16,1,6,8,9,68,92,95,97,12,3,7,9,10,79,91,94,94,8,7,10,10,10,92,94,94,94,47,0,0,1,1,10,44,63,74,38,0,1,1,1,21,58,63,67,18,1,1,4,9,49,84,94,94,15,3,8,9,9,78,91,94,95,12,6,8,9,10,76,88,94,94,8,8,10,10,10,91,94,94,94,28,0,1,2,4,24,79,89,93,22,1,1,2,2,48,73,85,91,13,1,4,10,10,72,94,94,94
"Yorkshire and The Humber","E07000166","     Richmondshire",38894,24,33,81,92,94,0,2,6,7,16,55,90,99,100,1,3,7,8,11,86,100,100,100,3,9,10,10,22,1,3,6,7,40,84,94,96,18,58,84,93,99,1,3,5,7,11,85,99,100,100,3,9,10,10,65,0,0,0,1,0,5,20,52,93,0,1,4,9,0,0,0,0,33,1,53,85,94,0,1,5,9,14,1,6,8,9,66,94,98,98,11,2,6,9,9,86,99,100,100,8,6,10,10,10,98,100,100,100,28,0,2,3,5,24,78,88,95,26,1,1,2,4,39,65,89,95,14,1,5,9,10,67,97,100,100,33,0,1,1,3,9,51,89,94,33,0,0,1,2,17,42,89,96,16,0,3,9,10,29,97,100,100,18,1,4,7,8,58,89,93,95,14,1,4,6,8,60,88,96,97,9,4,9,10,10,89,97,97,97,68,0,0,0,1,0,1,19,56,90,0,0,0,0,0,0,5,9,36,0,0,2,5,0,23,81,91,20,2,6,8,8,54,81,89,93,20,2,6,7,9,58,76,83,90,11,6,9,10,10,78,93,97,97,29,0,1,1,2,23,76,87,92,30,0,1,1,1,25,57,80,90,15,1,3,8,9,50,93,97,97
"Yorkshire and The Humber","E07000167","     Ryedale",38560,36,32,63,76,81,0,1,3,6,21,48,73,92,100,1,1,3,5,12,76,100,100,100,2,9,10,10,29,1,2,5,7,41,72,81,84,20,47,76,93,99,1,2,4,7,12,75,99,100,100,2,9,10,10,86,0,0,0,1,0,1,4,23,112,0,0,1,3,0,0,0,0,42,0,8,61,99,0,0,3,7,19,1,3,7,8,63,86,88,95,12,1,3,7,10,77,96,100,100,9,4,10,10,10,96,100,100,100,44,0,1,1,3,15,55,67,70,28,0,1,1,2,34,55,74,94,14,1,4,9,10,53,99,100,100,48,0,1,1,2,15,45,61,67,35,0,1,1,1,35,46,60,78,16,1,3,8,10,43,88,100,100,28,1,2,5,7,47,77,81,86,17,1,2,3,6,59,80,92,96,10,2,10,10,10,84,96,96,96,88,0,0,0,0,0,0,1,16,106,0,0,0,0,0,0,0,4,37,0,0,1,4,0,14,82,96,28,2,5,7,8,57,74,80,86,18,3,4,6,9,53,75,91,95,10,5,10,10,10,79,96,96,96,39,0,1,1,2,31,68,78,81,28,0,1,1,1,40,52,75,90,14,1,3,7,10,58,95,96,96
"Yorkshire and The Humber","E07000168","     Scarborough",78133,12,79,95,97,98,2,7,9,10,10,91,98,100,100,5,7,9,10,8,97,100,100,100,7,10,10,10,17,2,7,8,9,55,93,95,97,14,79,91,95,99,4,7,8,9,9,93,100,100,100,7,9,10,10,87,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,58,0,0,8,50,0,0,0,2,11,2,7,10,10,85,98,99,100,9,3,8,9,10,94,100,100,100,8,8,10,10,10,100,100,100,100,23,0,2,3,5,34,88,94,96,18,1,2,3,4,66,90,93,98,11,2,5,10,10,91,100,100,100,32,0,1,1,2,9,59,90,96,25,0,1,1,1,37,73,84,96,13,1,1,6,9,72,99,100,100,13,2,7,9,9,75,97,98,99,10,4,7,8,9,86,93,94,94,8,7,10,10,10,93,94,94,94,30,0,1,1,1,20,64,84,95,26,0,1,1,1,38,66,77,88,14,1,1,2,3,62,93,94,94,11,4,8,9,9,84,95,98,99,10,6,8,9,9,85,91,93,94,8,8,10,10,10,91,94,94,94,23,0,1,2,3,35,87,95,97,20,1,1,1,2,51,80,87,91,12,1,2,6,9,72,94,94,94
"Yorkshire and The Humber","E07000169","     Selby",63222,15,56,95,98,100,1,4,8,10,12,76,99,100,100,1,5,9,10,9,98,100,100,100,5,10,10,10,19,1,4,9,10,40,90,97,98,16,55,92,100,100,1,4,7,10,10,95,100,100,100,4,10,10,10,47,0,0,1,3,8,17,47,76,72,0,0,6,29,0,0,0,1,25,1,79,100,100,0,5,10,10,10,1,7,9,10,84,98,99,100,9,2,7,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,24,0,1,4,7,18,77,96,98,20,0,1,3,6,36,78,98,100,12,1,9,10,10,82,100,100,100,30,0,1,2,5,8,58,91,97,25,0,1,2,4,16,65,95,100,15,1,6,10,10,54,100,100,100,14,1,4,9,10,66,95,98,99,13,2,4,9,10,69,94,95,95,9,4,10,10,10,93,95,95,95,37,0,0,1,2,9,37,74,94,37,0,0,1,1,21,37,61,81,18,0,2,6,10,35,86,95,95,14,2,7,10,10,66,96,99,99,12,3,6,10,10,68,93,95,95,8,7,10,10,10,92,95,95,95,27,0,1,2,4,24,62,96,98,28,0,1,1,2,31,49,79,94,14,1,5,10,10,51,95,95,95
"Yorkshire and The Humber","E11000003","South Yorkshire (Met County)",1009007,8,94,100,100,100,3,10,10,10,7,98,100,100,100,6,10,10,10,7,100,100,100,100,10,10,10,10,13,1,8,10,10,65,99,100,100,11,87,100,100,100,3,9,10,10,9,100,100,100,100,8,10,10,10,28,0,2,5,8,15,57,93,99,24,28,72,93,98,1,3,5,7,14,60,100,100,100,1,8,10,10,9,3,10,10,10,95,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,16,0,4,8,10,39,100,100,100,13,1,6,9,10,77,100,100,100,10,4,10,10,10,100,100,100,100,19,1,3,8,10,34,94,100,100,15,1,5,8,10,63,97,100,100,11,3,10,10,10,94,100,100,100,10,2,9,10,10,88,100,100,100,9,5,9,10,10,97,99,99,99,7,9,10,10,10,99,99,99,99,32,0,1,2,3,7,42,85,99,27,0,1,2,3,19,64,90,97,16,1,4,9,10,46,99,99,99,8,5,10,10,10,95,100,100,100,8,7,10,10,10,97,99,99,99,7,10,10,10,10,99,99,99,99,22,0,2,5,8,19,81,99,100,20,1,3,5,7,36,83,96,99,12,2,9,10,10,78,99,99,99
"Yorkshire and The Humber","E08000016","     Barnsley",175770,8,94,100,100,100,2,10,10,10,8,99,100,100,100,5,10,10,10,7,100,100,100,100,10,10,10,10,13,1,7,10,10,59,100,100,100,12,83,100,100,100,2,8,10,10,9,100,100,100,100,8,10,10,10,30,0,1,2,7,10,46,93,99,25,19,67,94,100,0,1,2,4,15,56,100,100,100,1,7,10,10,9,2,10,10,10,96,100,100,100,8,5,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,18,0,2,7,10,26,99,100,100,14,1,3,8,10,59,100,100,100,10,2,10,10,10,100,100,100,100,24,0,1,4,8,10,76,100,100,21,0,2,5,9,24,87,100,100,13,1,10,10,10,78,100,100,100,10,2,9,10,10,88,100,100,100,9,4,9,10,10,97,99,100,100,7,9,10,10,10,100,100,100,100,36,0,0,1,2,6,30,77,99,29,0,1,1,2,13,54,92,99,16,0,3,10,10,41,100,100,100,8,4,10,10,10,95,100,100,100,8,6,10,10,10,96,99,100,100,7,10,10,10,10,100,100,100,100,24,0,1,4,8,15,79,99,100,23,0,1,2,5,25,77,95,100,13,1,8,10,10,69,100,100,100
"Yorkshire and The Humber","E08000017","     Doncaster",221390,8,89,100,100,100,3,9,10,10,9,95,100,100,100,5,9,10,10,7,100,100,100,100,10,10,10,10,14,1,6,10,10,54,98,100,100,12,81,99,100,100,2,7,10,10,9,99,100,100,100,7,10,10,10,33,0,1,2,4,7,41,83,97,30,18,59,83,93,0,1,2,3,15,52,100,100,100,1,5,10,10,9,2,9,10,10,93,100,100,100,9,5,10,10,10,99,100,100,100,7,9,10,10,10,100,100,100,100,17,0,3,7,10,37,99,100,100,14,1,4,8,10,69,99,100,100,10,3,10,10,10,99,100,100,100,17,0,3,8,10,37,98,100,100,14,1,5,8,10,71,99,100,100,10,3,10,10,10,98,100,100,100,11,2,8,10,10,80,100,100,100,10,3,8,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,37,0,0,1,2,7,27,72,99,32,0,1,1,1,16,57,80,94,17,0,2,9,10,35,100,100,100,8,4,10,10,10,92,100,100,100,9,7,10,10,10,95,100,100,100,7,10,10,10,10,100,100,100,100,23,0,1,3,7,16,82,99,100,22,0,1,2,4,28,81,99,100,12,1,7,10,10,77,100,100,100
"Yorkshire and The Humber","E08000018","     Rotherham",189002,8,94,100,100,100,3,10,10,10,8,99,100,100,100,6,10,10,10,7,100,100,100,100,10,10,10,10,13,1,7,10,10,63,100,100,100,11,84,100,100,100,2,9,10,10,8,100,100,100,100,8,10,10,10,28,0,1,4,8,9,57,94,100,25,20,68,93,100,0,1,4,7,13,70,100,100,100,1,9,10,10,8,3,10,10,10,96,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,15,1,3,9,10,48,100,100,100,12,1,6,9,10,82,100,100,100,9,4,10,10,10,100,100,100,100,18,0,3,7,10,35,98,100,100,15,1,3,9,10,59,100,100,100,11,2,10,10,10,96,100,100,100,10,2,9,10,10,85,100,100,100,9,4,10,10,10,98,100,100,100,7,9,10,10,10,100,100,100,100,33,0,0,1,3,3,39,91,100,29,0,1,2,4,9,58,90,100,16,0,4,10,10,38,100,100,100,8,4,10,10,10,94,100,100,100,8,7,10,10,10,98,100,100,100,7,10,10,10,10,100,100,100,100,25,0,1,4,7,8,70,99,100,25,0,2,4,8,18,72,91,100,14,1,10,10,10,68,100,100,100
"Yorkshire and The Humber","E08000019","     Sheffield",422845,8,96,100,100,100,4,10,10,10,8,100,100,100,100,8,10,10,10,7,100,100,100,100,10,10,10,10,12,2,9,10,10,74,100,100,100,10,92,100,100,100,5,10,10,10,8,100,100,100,100,9,10,10,10,24,0,3,8,10,23,70,97,100,20,40,83,98,100,1,5,8,10,14,61,100,100,100,2,9,10,10,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15,0,5,9,10,42,100,100,100,12,2,9,10,10,86,100,100,100,9,6,10,10,10,100,100,100,100,18,1,5,9,10,40,97,100,100,14,2,8,10,10,75,98,100,100,10,5,10,10,10,98,100,100,100,8,3,10,10,10,95,100,100,100,8,7,10,10,10,98,99,99,99,7,10,10,10,10,99,99,99,99,28,0,1,3,4,9,57,94,98,22,0,2,4,5,28,75,96,98,15,1,5,9,10,57,99,99,99,7,6,10,10,10,97,100,100,100,8,8,10,10,10,97,99,99,99,7,10,10,10,10,99,99,99,99,20,0,2,6,9,29,86,99,100,16,1,4,8,10,53,92,98,99,11,2,10,10,10,87,99,99,99
"Yorkshire and The Humber","E11000006","West Yorkshire (Met County)",1654097,8,93,100,100,100,3,10,10,10,7,99,100,100,100,7,10,10,10,7,100,100,100,100,10,10,10,10,11,2,9,10,10,74,100,100,100,10,91,100,100,100,5,9,10,10,8,100,100,100,100,9,10,10,10,27,0,1,4,8,13,64,93,100,24,27,76,90,97,0,2,4,7,15,61,99,100,100,1,8,10,10,8,3,10,10,10,96,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,1,4,9,10,42,98,100,100,13,2,7,9,10,78,99,100,100,10,5,10,10,10,99,100,100,100,18,1,4,8,10,39,95,100,100,14,2,7,9,10,71,98,100,100,10,5,10,10,10,96,100,100,100,10,3,9,10,10,87,100,100,100,9,5,10,10,10,97,99,99,99,7,9,10,10,10,99,99,99,99,32,0,0,1,3,6,39,87,98,26,0,1,2,3,16,64,91,98,16,1,3,9,10,44,99,99,99,8,4,10,10,10,94,100,100,100,8,7,10,10,10,97,99,99,99,7,10,10,10,10,99,99,99,99,20,0,2,5,9,26,91,100,100,17,1,3,6,8,46,93,98,99,11,2,9,10,10,85,99,99,99
"Yorkshire and The Humber","E08000032","     Bradford",370342,7,94,100,100,100,4,10,10,10,8,100,100,100,100,8,10,10,10,7,100,100,100,100,10,10,10,10,11,2,9,10,10,73,100,100,100,10,89,100,100,100,5,9,10,10,8,100,100,100,100,9,10,10,10,27,0,2,4,7,14,68,88,99,25,27,76,83,95,0,2,4,5,15,63,97,100,100,1,6,9,10,8,4,10,10,10,97,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,16,1,6,9,10,49,99,100,100,12,2,8,9,10,85,100,100,100,10,7,10,10,10,99,100,100,100,16,1,6,9,10,50,98,100,100,12,2,8,9,10,83,100,100,100,9,7,10,10,10,99,100,100,100,9,3,9,10,10,90,100,100,100,9,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,30,0,1,2,3,7,44,90,99,23,0,1,2,3,20,72,97,100,15,1,3,9,10,50,100,100,100,8,4,10,10,10,94,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,22,0,1,4,8,16,91,100,100,18,0,2,5,8,34,95,100,100,13,1,9,10,10,76,100,100,100
"Yorkshire and The Humber","E08000033","     Calderdale",151682,9,89,100,100,100,3,9,10,10,8,98,100,100,100,6,10,10,10,7,100,100,100,100,9,10,10,10,12,2,8,10,10,70,99,100,100,10,84,100,100,100,4,9,10,10,8,100,100,100,100,8,10,10,10,24,0,1,2,5,15,75,95,99,24,35,79,87,94,0,1,3,5,15,63,95,100,100,1,5,10,10,8,3,10,10,10,96,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,17,0,3,8,10,45,94,100,100,13,1,6,9,10,75,100,100,100,10,4,10,10,10,98,100,100,100,17,1,3,8,10,43,93,100,100,13,1,5,9,10,70,99,100,100,10,4,10,10,10,98,100,100,100,11,2,9,10,10,79,99,100,100,10,4,9,10,10,91,99,99,99,8,9,10,10,10,99,99,99,99,34,0,0,1,2,3,40,83,95,29,0,1,2,3,10,63,85,92,17,0,3,8,10,45,97,99,99,9,3,10,10,10,88,100,100,100,9,6,9,10,10,93,99,99,99,7,9,10,10,10,99,99,99,99,20,0,1,4,7,25,90,100,100,18,0,1,3,6,42,94,99,99,11,1,7,10,10,88,99,99,99
"Yorkshire and The Humber","E08000034","     Kirklees",314452,8,94,100,100,100,3,10,10,10,8,99,100,100,100,7,10,10,10,7,100,100,100,100,10,10,10,10,12,1,8,10,10,74,100,100,100,10,94,100,100,100,4,9,10,10,8,100,100,100,100,9,10,10,10,28,0,1,3,6,9,60,95,100,24,22,76,94,100,0,1,3,6,15,56,100,100,100,1,7,10,10,8,3,10,10,10,96,100,100,100,8,6,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17,0,3,8,10,40,98,100,100,13,1,8,10,10,76,99,100,100,10,5,10,10,10,100,100,100,100,22,0,2,5,9,21,83,98,100,18,1,4,8,9,48,91,99,100,12,2,10,10,10,86,100,100,100,10,3,9,10,10,89,100,100,100,9,5,10,10,10,96,100,100,100,7,10,10,10,10,100,100,100,100,35,0,0,1,3,7,32,78,95,26,0,1,1,3,19,70,89,99,16,0,3,9,10,45,100,100,100,8,4,10,10,10,95,100,100,100,8,7,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,20,0,2,5,8,25,88,100,100,18,1,3,5,8,46,89,97,100,11,2,8,10,10,85,100,100,100
